Time (s),Voltage (P2D) (V),Voltage (sP2D) (V),Voltage Error (V),Voltage Error Percentage (%),Concentration (P2D) (mol/m³),Concentration (sP2D) (mol/m³),Concentration Error (mol/m³),Concentration Error Percentage (%),Stress (P2D) (Pa),Stress (sP2D) (Pa),Stress Error (Pa),Stress Error Percentage (%),Current (A)
91.99999999999979,4.1304476058486195,4.130685898726484,0.00023829287786458764,0.005769178079566253,29693.162983219852,29695.67549778026,2.5125145604069985,0.008461592865087719,1.4527834437061488e6,1.4325709978464544e6,-20212.445859694388,-1.3912910384035677,0.44477999999995055
92.99999999999977,4.131365523751293,4.131704080861786,0.00033855711049302073,0.008194799238814623,29698.813090892836,29701.271023164525,2.45793227168906,0.008276196978534428,1.3179180479307966e6,1.2992107867178572e6,-18707.261212939397,-1.4194555755808047,0.4426700000000005
93.99999999999977,4.112857386260316,4.114181954924102,0.001324568663785719,0.03220555782485094,29700.7292635791,29703.12040324612,2.3911396670227987,0.008050777628396366,1.2618298168565908e6,1.244786571162882e6,-17043.24569370877,-1.3506770458290545,0.909059999999894
94.99999999999976,4.087671148298441,4.090412766124192,0.002741617825750886,0.06707041066383553,29699.29668406326,29701.623009306724,2.326325243462634,0.007832930416533896,1.2720813241623333e6,1.25658366690272e6,-15497.657259613276,-1.218291391064836,1.6234999999998274
95.99999999999976,4.158466436833045,4.157483541467197,-0.0009828953658477246,-0.02363600574341214,29691.08418716538,29693.367779802196,2.2835926368170476,0.007691172954216945,1.4128850790429255e6,1.398435147948119e6,-14449.931094806409,-1.022725153598101,-0.16858999999956706
96.99999999999974,4.16563846034377,4.16438587917734,-0.0012525811664296782,-0.030069368197793836,29694.05439680559,29696.309177034986,2.254780229395692,0.007593372731337946,1.324441119279063e6,1.3107354712599483e6,-13705.648019114742,-1.034825015594138,-0.3281699999999592
97.99999999999974,4.1599779069298295,4.15925934727302,-0.0007185596568097807,-0.01727316040820265,29707.829358981195,29710.048785794013,2.2194268128187105,0.007470848125589288,1.0296031565335208e6,1.0167566619427456e6,-12846.494590775226,-1.2477132096240793,-0.16728000000004115
98.99999999999974,4.099259160008415,4.101660318961034,0.0024011589526189425,0.05857543665558372,29714.93587325079,29717.09114479774,2.1552715469515533,0.0072531590044308866,882403.6886709252,870958.5308600756,-11445.157810849603,-1.2970432873063211,1.3393999999996145
99.99999999999973,4.0834702747545695,4.086719579969919,0.003249305215349274,0.07957215301498842,29708.733541710848,29710.794483800248,2.0609420893997594,0.006937159022636261,1.0016554823846412e6,992148.7656313019,-9506.716753339279,-0.9491004562473555,1.82169999999987
100.99999999999973,4.088838721950699,4.0914640252541625,0.0026253033034633333,0.06420657506909092,29693.45770106371,29695.446712459638,1.9890113959263545,0.006698483605212141,1.2885602183502633e6,1.2804702930755978e6,-8089.925274665467,-0.6278267138359243,1.617600000000055
101.99999999999972,4.103358341722621,4.104950918578938,0.001592576856316974,0.0388115471204106,29683.453155014904,29685.43983659365,1.9866815787463565,0.006692892394868535,1.4542194857206494e6,1.4461371753099246e6,-8082.31041072472,-0.5557833937783794,1.1622000000001294
102.99999999999972,4.111366995849845,4.11247684187649,0.0011098460266456556,0.026994574499575746,29680.632408107125,29682.660280536664,2.0278724295385473,0.006832308697656468,1.4715159246328596e6,1.4626271570897507e6,-8888.767543108901,-0.6040551375838241,0.9310300000000657
103.9999999999997,4.130521163738484,4.130705152666127,0.0001839889276427087,0.004454375618697534,29681.53570553201,29683.597755072267,2.0620495402581582,0.006947246802576444,1.4176138592497155e6,1.4081301863330938e6,-9483.672916621668,-0.6689884452484816,0.45544000000014195
104.9999999999997,4.165234614763785,4.163885749751607,-0.0013488650121775692,-0.032383890391107416,29685.223685184756,29687.296577272522,2.072892087766377,0.006982908768852943,1.313893201621482e6,1.30431759966266e6,-9575.601958821993,-0.7287960655405399,-0.3314899999997652
105.9999999999997,4.172957638658448,4.171438268654952,-0.0015193700034963342,-0.03640990719438005,29694.969099609727,29697.03012063237,2.061021022644127,0.006940640401849127,1.0975849259846997e6,1.088371853473813e6,-9213.072510886705,-0.8393949563967622,-0.4877599999999534
106.99999999999969,4.115167349441378,4.116597033876966,0.0014296844355881078,0.03474182977715799,29706.488113932686,29708.510742116992,2.022628184306086,0.006808708510237701,858242.2407934135,849895.5907358621,-8346.650057551335,-0.9725284611760852,0.8909499999995689
107.99999999999969,4.098348033313549,4.100675658892926,0.002327625579376935,0.05679423905575511,29705.093142509668,29707.04420966398,1.9510671543139324,0.006568123334788825,883972.4903693004,877102.0535990789,-6870.436770221451,-0.7772229164451898,1.3599999999998533
