Time (s),Voltage (P2D) (V),Voltage (sP2D) (V),Voltage Error (V),average Voltage Error (V),Voltage Error Percentage (%),average Voltage Error Percentage (%),Concentration (P2D) (mol/m³),Concentration (sP2D) (mol/m³),Concentration Error (mol/m³),average Concentration Error (mol/m³),Concentration Error Percentage (%),average Concentration Error Percentage (%),Stress (P2D) (Pa),Stress (sP2D) (Pa),Stress Error (Pa),average Stress Error (Pa),Stress Error Percentage (%),average Stress Error Percentage (%),Current (A)
52.0,4.099341926887756,4.102472711404674,0.0031307845169186166,0.002684099368845545,0.07637285624757646,0.06590568279918213,29813.34296248686,29813.667936317408,0.32497383054942475,5.68281815330454,0.001090028149336787,0.01936401468212504,522960.6749220704,528127.5897302241,5166.914808153699,23089.41289734932,0.988012111794764,2.3697974633638563,1.9203
53.0,4.072568202672332,4.077132421704583,0.004564219032251238,0.002684099368845545,0.11207225527263842,0.06590568279918213,29797.498862690118,29797.95374855585,0.4548858657326491,5.68281815330454,0.0015265907646437342,0.01936401468212504,803643.9205317722,806133.0138445804,2489.093312808196,23089.41289734932,0.3097258934231917,2.3697974633638563,2.8051
54.0,4.038195563752066,4.0452292537331545,0.007033689981088109,0.002684099368845545,0.1741790329379887,0.06590568279918213,29782.915581316152,29783.62725647744,0.71167516128844,5.68281815330454,0.0023895416126918693,0.01936401468212504,1.0492118384769177e6,1.0466701613151008e6,-2541.677161816857,23089.41289734932,-0.2422463289688446,2.3697974633638563,4.2382
55.0,4.033955340053716,4.040629030891894,0.006673690838178814,0.002684099368845545,0.1654378959507754,0.06590568279918213,29757.29302587334,29758.51947121091,1.2264453375719313,5.68281815330454,0.004121494977737266,0.01936401468212504,1.5040307812186952e6,1.4916428202779794e6,-12387.960940715857,23089.41289734932,-0.8236507587084132,2.3697974633638563,4.2743
56.0,4.061298990829062,4.064956915828808,0.0036579249997457097,0.002684099368845545,0.09006785779637937,0.06590568279918213,29730.92170797376,29732.88260134775,1.9608933739873464,5.68281815330454,0.006595467820499623,0.01936401468212504,1.953632530746354e6,1.9275777420450365e6,-26054.788701317506,23089.41289734932,-1.3336586226563136,2.3697974633638563,2.8574
56.99999999999999,4.027061768209667,4.03342333618038,0.006361567970713189,0.002684099368845545,0.15797045927958006,0.06590568279918213,29719.70334537773,29722.216234136275,2.5128887585451594,5.68281815330454,0.00845529556383,0.01936401468212504,2.0883419376205015e6,2.052850941616734e6,-35490.996003767475,23089.41289734932,-1.6994820323441202,2.3697974633638563,4.2757999999999905
57.999999999999986,4.011240745737476,4.018881699076374,0.007640953338897916,0.002684099368845545,0.1904885252030194,0.06590568279918213,29707.36419861178,29710.53458981451,3.170391202729661,5.68281815330454,0.010672071684090415,0.01936401468212504,2.2479757283466584e6,2.201281516279877e6,-46694.21206678124,23089.41289734932,-2.0771670920630405,2.3697974633638563,4.96619999999999
58.99999999999998,4.009561516149895,4.01671023624663,0.007148720096735062,0.002684099368845545,0.1782918173955212,0.06590568279918213,29683.166438699147,29687.383435344236,4.216996645089239,5.68281815330454,0.014206694066140361,0.01936401468212504,2.639494218333713e6,2.574354268005087e6,-65139.95032862574,23089.41289734932,-2.467895170073453,2.3697974633638563,4.866200000000002
59.99999999999997,4.025538516582502,4.030680497147884,0.005141980565381843,0.002684099368845545,0.12773398004267883,0.06590568279918213,29662.003162458113,29667.293817484333,5.290655026219611,5.68281815330454,0.017836472463585194,0.01936401468212504,2.9556189675982506e6,2.872301970284011e6,-83316.99731423939,23089.41289734932,-2.818935668894531,2.3697974633638563,3.878800000000028
60.99999999999997,4.054704111680496,4.057400880601581,0.0026967689210852797,0.002684099368845545,0.0665096353964923,0.06590568279918213,29650.833860466762,29656.882546464483,6.048685997720895,5.68281815330454,0.02039971633238134,0.01936401468212504,3.066147136766007e6,2.9715383928287216e6,-94608.74393728562,23089.41289734932,-3.0855904729044865,2.3697974633638563,2.5210000000000385
