time,current
452,0.72865
453,0.432465
454,0.835
455,0.437845
456,0.437845
457,0.437845
458,0.843
459,0.0381265
460,0.843
461,0.85105
462,0.0409985
463,0.85105
464,0.0409985
465,0.85105
466,0.448765
467,0.85915
468,0.0439215
469,0.0409985
470,-0.4576
471,-0.7917
472,-0.183935
473,-1.02835
474,-0.43836
475,-0.74075
476,-1.31205
477,-1.089
478,-0.018267
479,-0.45308
480,-1.21865
481,-1.4847
482,-1.75735
483,-0.92285
484,-0.491705
485,-1.22415
486,-1.9147
487,-0.97205
488,-0.024228
489,-0.53205
490,-0.50175
491,-0.332815
492,-0.163345
493,-0.013518
494,0.0064295
495,0.0064295
496,0.0064295
497,0.0064295
498,0.0064295
499,0.0064295
500,0.0064295
501,0.006834
502,0.17223
503,0.70625
504,1.20585
505,1.6185
506,1.7067
507,1.2361
508,0.356015
509,-0.343485
510,-0.4973
511,-0.56205
512,-1.11545
513,-0.88185
514,-0.42029
515,0.10377
516,0.58645
517,0.98455
518,1.36855
519,1.63935
520,1.32545
521,0.7607
522,-0.00294375
523,-0.69925
524,-0.96205
525,-0.904
526,-0.8138
527,-0.475075
528,-0.103555
529,-0.1399
530,-0.013263
531,0.0298465
532,0.35842
533,0.80915
534,1.22525
535,1.61815
536,1.7317
537,0.9066
538,0.264085
539,-0.18923
540,-0.699
541,-0.9829
542,-0.9402
543,-0.7741
544,-0.320975
545,-0.07676
546,-0.0016747
547,0.55395
548,0.9569
549,1.1625
550,1.5187
551,1.68235
552,1.8656
553,0.043058
554,-1.10085
555,-1.17475
556,-1.01695
557,-0.70175
558,-0.45612
559,-0.18879
560,-0.028281
561,0.0064295
562,0.0064295
563,0.0064295
564,0.0064295
565,0.0064295
566,0.0064295
567,0.0064295
568,0.0072805
569,0.351545
570,1.0217
571,1.75565
572,1.7031
573,1.97795
574,3.58635
575,1.7108
576,1.97085
577,3.48745
578,4.05
579,1.7075
580,-0.0121135
581,-0.127775
582,-0.18445
583,-0.9511
584,-1.47685
585,-1.475
586,-1.36445
587,-1.6355
588,-1.7608
589,-1.1666
590,-1.1042
591,-1.00235
592,-0.68845
593,-0.17183
594,-0.017989
595,0.0064295
596,0.0064295
597,0.0064295
598,0.0064295
599,0.0064295
600,0.0064295
