Time (s),Voltage (V),Concentration (mol/m³),Stress (Pa),Current (A)
388.0,3.8916998429520113,27187.075618862542,6.090922819408912e6,5.0
389.0,3.89145856484616,27181.098474685197,6.0908969499884425e6,5.0
390.0,3.8912169541838604,27175.12166995562,6.090872963795079e6,5.0
391.0,3.890975020032379,27169.14520330029,6.090850853217002e6,5.0
392.0,3.890732763906139,27163.169073342542,6.0908306108442275e6,5.0
393.0,3.890490194767852,27157.193278714843,6.090812229218963e6,5.0
394.0,3.89024731412906,27151.217818046403,6.090795701084354e6,5.0
395.0,3.890004130848022,27145.242689975203,6.0907810191394035e6,5.0
396.0,3.889760646431875,27139.26789313585,6.090768176282672e6,5.0
397.0,3.8895168696345563,27133.293426171454,6.090757165370607e6,5.0
398.0,3.889272801957364,27127.31928772158,6.090747979459301e6,5.0
399.0,3.889028452050072,27121.345476433973,6.090740611565334e6,5.0
400.0,3.8887838214067623,27115.371990952743,6.090735054903712e6,5.0
401.0,3.8885389185732615,27109.398829929803,6.0907313026532745e6,5.0
402.0,3.8882937450350994,27103.425992013315,6.090729348190705e6,5.0
403.0,3.8880483092343945,27097.453475858947,6.090729184858563e6,5.0
404.0,3.8878026126468903,27091.48128011845,6.09073080619644e6,5.0
405.0,3.887556663611233,27085.509403450786,6.090734205712893e6,5.0
406.0,3.8873104635922187,27079.537844510865,6.090739377112213e6,5.0
407.0,3.887064020825277,27073.56660196045,6.090746314071888e6,5.0
408.0,3.8868173367631247,27067.595674457134,6.090755010462859e6,5.0
409.0,3.886570419538354,27061.62506066506,6.090765460131225e6,5.0
410.0,3.886323270590453,27055.654759243993,6.090777657118651e6,5.0
411.0,3.886075897949532,27049.684768859977,6.090791595442201e6,5.0
412.0,3.885828303040855,27043.715088174537,6.090807269314348e6,5.0
413.0,3.885580493792389,27037.745715855115,6.090824672926955e6,5.0
414.0,3.885332471614208,27031.776650564494,6.090843800664683e6,5.0
415.0,3.885084244332546,27025.807890971075,6.090864646894845e6,5.0
416.0,3.884835813341337,27019.839435738395,6.090887206178204e6,5.0
417.0,3.8845871863655033,27013.87128353528,6.0909114730601255e6,5.0
418.0,3.884338364781955,27007.90343302561,6.090937442277555e6,5.0
419.0,3.88408935621474,27001.93588287817,6.090965108555381e6,5.0
420.0,3.8838401620229193,26995.968631756587,6.090994466811454e6,5.0
421.0,3.8835907897301194,26990.001678329154,6.091025511951975e6,5.0
422.0,3.8833412406767573,26984.03502125878,6.091058239076107e6,5.0
423.0,3.8830915222864895,26978.068659212684,6.091092643275197e6,5.0
424.0,3.882841635880369,26972.10259085259,6.091128719831347e6,5.0
425.0,3.8825915887825797,26966.136814844165,6.0911664640226755e6,5.0
426.0,3.8823413822940673,26960.171329847384,6.091205871317648e6,5.0
427.0,3.8820910236400903,26954.206134525837,6.091246937183433e6,5.0
428.0,3.8818405141007886,26948.241227537226,6.091289657277063e6,5.0
429.0,3.881589860803011,26942.27660754256,6.091334027256462e6,5.0
430.0,3.881339065005486,26936.312273196716,6.091380042970568e6,5.0
431.0,3.8810881337371805,26930.34822315757,6.091427700270837e6,5.0
432.0,3.8808370682347992,26924.384456076652,6.091476995199899e6,5.0
433.0,3.8805858754299782,26918.420970608102,6.091527923806409e6,5.0
434.0,3.8803345565368486,26912.45776539961,6.091580482328077e6,5.0
435.0,3.880083118390294,26906.49483910105,6.0916346670131115e6,5.0
436.0,3.8798315621813044,26900.532190355574,6.0916904742995165e6,5.0
437.0,3.879579894648596,26894.569817808246,6.091747900637588e6,5.0
438.0,3.879328116959526,26888.607720097178,6.091806942666595e6,5.0
439.0,3.87907623575722,26882.64589586199,6.091867597042176e6,5.0
440.0,3.8788242521849257,26876.68434373516,6.091929860609105e6,5.0
441.0,3.8785721727907916,26870.72306235027,6.09199373023146e6,5.0
442.0,3.878319998693505,26864.762050333527,6.092059202962284e6,5.0
443.0,3.878067736346845,26858.801306311885,6.092126275877273e6,5.0
444.0,3.877815386844503,26852.84082890464,6.092194946241899e6,5.0
445.0,3.87756295654651,26846.880616731476,6.092265211346564e6,5.0
446.0,3.877310446521194,26840.92066840416,6.092337068671855e6,5.0
447.0,3.8770578630354353,26834.960982534467,6.092410515726552e6,5.0
448.0,3.876805207131831,26829.001557725955,6.092485550211082e6,5.0
449.0,3.8765524849847504,26823.042392581807,6.092562169856667e6,5.0
450.0,3.8762996976107065,26817.083485696705,6.092640372587166e6,5.0
450.99999999999994,3.876046851092201,26811.124835664585,6.09272015635893e6,5.0
451.9999999999999,3.87579394641932,26805.166441070527,6.09280151932413e6,5.0
452.9999999999999,3.875540989583362,26799.208300498492,6.092884459669632e6,5.0
453.99999999999983,3.8752879815476855,26793.250412523314,6.092968975778357e6,5.0
454.9999999999998,3.8750349282129966,26787.292775718208,6.09305506607314e6,5.0
455.9999999999997,3.8747818305156727,26781.335388646974,6.093142729172874e6,5.0
456.9999999999997,3.874528694266486,26775.37824987142,6.093231963739128e6,5.0
457.99999999999966,3.8742755203745536,26769.42135794355,6.093322768632219e6,5.0
458.9999999999996,3.874022314561352,26763.46471141293,6.093415142758484e6,5.0
459.99999999999955,3.8737690777085008,26757.508308819,6.093509085223491e6,5.0
460.99999999999955,3.873515815448863,26751.552148698313,6.093604595183232e6,5.0
461.9999999999995,3.8732625286362983,26745.596229576924,6.093701671994717e6,5.0
462.99999999999943,3.873009222815707,26739.640549977543,6.093800315069128e6,5.0
463.9999999999994,3.872755898813019,26733.685108412054,6.093900524019238e6,5.0
464.9999999999994,3.872502562085802,26727.729903388445,6.094002298517121e6,5.0
465.9999999999993,3.872249213431833,26721.774933403532,6.094105638437747e6,5.0
466.99999999999926,3.8719958582220326,26715.820196949746,6.094210543719862e6,5.0
467.9999999999992,3.871742497225867,26709.865692507938,6.094317014507474e6,5.0
468.99999999999915,3.87148913572823,26703.911418554075,6.094425051011139e6,5.0
469.99999999999915,3.871235774470076,26697.95737355211,6.094534653650013e6,5.0
470.9999999999991,3.8709824186509736,26692.003555960615,6.094645822914194e6,5.0
471.99999999999903,3.870729068983234,26686.049964225742,6.094758559503278e6,5.0
472.999999999999,3.870475730581707,26680.09659678764,6.094872864194486e6,5.0
473.999999999999,3.8702224041299083,26674.143452073644,6.094988737976245e6,5.0
474.9999999999989,3.869969094658638,26668.19052850457,6.095106181918026e6,5.0
475.99999999999886,3.8697158028224745,26662.237824487893,6.0952251973043345e6,5.0
476.9999999999988,3.869462533568843,26656.285338424037,6.095345785505204e6,5.0
477.9999999999988,3.869209287523222,26650.33306869956,6.095467948109612e6,5.0
478.99999999999875,3.8689560695502916,26644.381013693397,6.095591686795803e6,5.0
479.9999999999987,3.868702880246372,26638.429171770164,6.095717003463904e6,5.0
480.99999999999864,3.868449724394028,26632.477541286204,6.0958439001087705e6,5.0
481.99999999999864,3.868196602560274,26626.526120582963,6.095972378952181e6,5.0
482.9999999999986,3.867943519446189,26620.574907993043,6.096102442313987e6,5.0
483.9999999999985,3.867690475589408,26614.62390183365,6.096234092744059e6,5.0
484.99999999999847,3.8674374756101604,26608.673100412423,6.096367332897915e6,5.0
485.9999999999984,3.8671845200166084,26602.722502021068,6.096502165662802e6,5.0
486.9999999999984,3.866931613348737,26596.772104941087,6.096638594038126e6,5.0
487.99999999999835,3.86667875608513,26590.821907437366,6.096776621260489e6,5.0
488.9999999999983,3.8664259526861824,26584.871907763976,6.096916250682314e6,5.0
489.99999999999824,3.8661732036008147,26578.922104157762,6.097057485897695e6,5.0
490.99999999999824,3.8659205132104213,26572.972494844,6.097200330624205e6,5.0
491.9999999999982,3.865667881934186,26567.023078030114,6.097344788824349e6,5.0
492.9999999999981,3.8654153140750926,26561.073851911202,6.097490864591279e6,5.0
493.99999999999807,3.8651628100225386,26555.124814663897,6.097638562267395e6,5.0
494.99999999999807,3.8649103740016972,26549.175964451726,6.097787886330957e6,5.0
495.999999999998,3.8646580063720606,26543.22729941903,6.097938841516393e6,5.0
496.99999999999795,3.8644057112816115,26537.278817696264,6.098091432700837e6,5.0
497.9999999999979,3.8641534890598805,26531.330517394017,6.098245665021259e6,5.0
498.99999999999784,3.863901343778206,26525.38239660814,6.098401543765556e6,5.0
499.99999999999784,3.863649275736101,26519.434453413884,6.098559074486593e6,5.0
500.9999999999978,3.863397288928835,26513.48668587091,6.098718262895578e6,5.0
501.9999999999977,3.863145383625816,26507.53909201749,6.098879114975197e6,5.0
502.99999999999767,3.8628935637468125,26501.59166987548,6.099041636872517e6,5.0
503.99999999999767,3.862641829531065,26495.644417444484,6.099205835013323e6,5.0
504.9999999999976,3.8623901848233957,26489.69733270684,6.099371715995518e6,5.0
505.99999999999756,3.862138629832781,26483.750413621772,6.099539286701597e6,5.0
506.9999999999975,3.861887168329663,26477.803658130277,6.09970855419472e6,5.0
507.9999999999975,3.8616358004926736,26471.85706414938,6.099879525830292e6,5.0
508.99999999999744,3.861384530018366,26465.910629576956,6.100052209150821e6,5.0
509.9999999999974,3.8611333570550244,26459.96435228598,6.100226611998719e6,5.0
510.9999999999973,3.8608822852258067,26454.018230129244,6.100402742413354e6,5.0
511.9999999999973,3.8606313146485305,26448.07226093374,6.100580608740025e6,5.0
512.9999999999973,3.8603804488735007,26442.126442505214,6.100760219531008e6,5.0
513.9999999999973,3.8601296879879783,26436.180772622636,6.100941583652166e6,5.0
514.9999999999972,3.859879035469909,26430.235249042704,6.101124710184074e6,5.0
515.9999999999972,3.8596284913759438,26424.289869494296,6.1013096085304255e6,5.0
516.999999999997,3.8593780591121085,26418.344631682878,6.10149628831989e6,5.0
517.999999999997,3.859127738704348,26412.39953328508,6.10168475951102e6,5.0
518.999999999997,3.8588775334872847,26406.454571952992,6.101875032298089e6,5.0
519.9999999999969,3.8586274434560415,26400.509745308755,6.10206711721397e6,5.0
520.9999999999969,3.858377471874267,26394.565050948764,6.102261025037765e6,5.0
521.9999999999968,3.858127618706212,26388.62048643837,6.102456766895565e6,5.0
522.9999999999968,3.857877887144959,26382.676049315938,6.102654354171507e6,5.0
523.9999999999968,3.8576282771237818,26376.7317370876,6.102853798605587e6,5.0
524.9999999999967,3.8573787917656555,26370.787547231284,6.103055112205868e6,5.0
525.9999999999967,3.8571294309727358,26364.8434771914,6.103258307348245e6,5.0
526.9999999999967,3.8568801977983083,26358.89952438286,6.103463396687271e6,5.0
527.9999999999966,3.856631092113315,26352.955686185873,6.103670393253883e6,5.0
528.9999999999966,3.8563821169017305,26347.011959949723,6.103879310371276e6,5.0
529.9999999999965,3.8561332720031665,26341.068342987644,6.104090161750194e6,5.0
530.9999999999965,3.855884560332661,26335.124832580623,6.104302961404871e6,5.0
531.9999999999965,3.855635981698384,26329.181425972252,6.104517723747356e6,5.0
532.9999999999964,3.8553875389468146,26323.238120372393,6.10473446350582e6,5.0
533.9999999999964,3.8551392318544924,26317.294912952082,6.104953195820172e6,5.0
534.9999999999962,3.8548910631997275,26311.35180084721,6.105173936156537e6,5.0
535.9999999999962,3.854643032727311,26305.40878115336,6.105396700405005e6,5.0
536.9999999999962,3.8543951431476633,26299.465850929366,6.105621504797032e6,5.0
537.9999999999961,3.854147394173726,26293.52300719234,6.105848365998702e6,5.0
538.9999999999961,3.8538997884483264,26287.580246921014,6.106077301031888e6,5.0
539.9999999999961,3.853652325652365,26281.637567050828,6.106308327365799e6,5.0
540.999999999996,3.853405008361444,26275.69496447727,6.10654146283854e6,5.0
541.999999999996,3.853157836224225,26269.752436050865,6.106776725749483e6,5.0
542.9999999999959,3.852910811749364,26263.809978580528,6.107014134781727e6,5.0
543.9999999999959,3.852663934553135,26257.867588828532,6.10725370909307e6,5.0
544.9999999999959,3.852417207077491,26251.92526351379,6.107495468239781e6,5.0
545.9999999999958,3.852170628906151,26245.982999306907,6.107739432266024e6,5.0
546.9999999999958,3.851924202414637,26240.04079283328,6.107985621631298e6,5.0
547.9999999999957,3.8516779271538804,26234.098640668246,6.108234057296272e6,5.0
548.9999999999957,3.8514318054332266,26228.156539340085,6.108484760653073e6,5.0
549.9999999999957,3.8511858367706497,26222.214485325218,6.108737753610398e6,5.0
550.9999999999956,3.8509400234095343,26216.272475051086,6.108993058522896e6,5.0
551.9999999999956,3.8506943648346663,26210.330504891328,6.1092506982795475e6,5.0
552.9999999999956,3.850448863223669,26204.388571168733,6.109510696229703e6,5.0
553.9999999999955,3.850203518027956,26198.44667015036,6.109773076272513e6,5.0
554.9999999999955,3.8499583313596006,26192.504798050326,6.110037862786156e6,5.0
555.9999999999953,3.8497133026363763,26186.56295102502,6.110305080714901e6,5.0
556.9999999999953,3.849468433904987,26180.621125175876,6.110574755497927e6,5.0
557.9999999999953,3.8492237245493564,26174.679316544567,6.110846913155654e6,5.0
558.9999999999952,3.848979176551001,26168.737521115592,6.111121580224998e6,5.0
559.9999999999952,3.848734789259711,26162.795734811618,6.111398783839019e6,5.0
560.9999999999952,3.848490564592,26156.853953496004,6.111678551663646e6,5.0
561.9999999999951,3.848246501863288,26150.912172968012,6.111960911981563e6,5.0
562.9999999999951,3.848002602925168,26144.9703889654,6.112245893624772e6,5.0
563.999999999995,3.847758867058492,26139.02859715966,6.112533526058893e6,5.0
564.999999999995,3.8475152960500654,26133.086793158414,6.1128238393195495e6,5.0
565.999999999995,3.8472718891458833,26127.144972500722,6.113116864093583e6,5.0
566.9999999999949,3.847028648068093,26121.20313065944,6.1134126316561615e6,5.0
567.9999999999949,3.8467855720275597,26115.261263036544,6.113711173951996e6,5.0
568.9999999999948,3.8465426626818817,26109.31936496537,6.114012523534327e6,5.0
569.9999999999948,3.8462999192065292,26103.37743170598,6.114316713644426e6,5.0
570.9999999999948,3.8460573431946736,26097.435458447366,6.114623778150427e6,5.0
571.9999999999947,3.845814933786104,26091.49344030271,6.114933751629174e6,5.0
572.9999999999947,3.845572692509618,26085.55137231166,6.115246669304416e6,5.0
573.9999999999947,3.84533061846907,26079.60924943558,6.11556256712588e6,5.0
574.9999999999945,3.8450887131290266,26073.66706655969,6.11588148171105e6,5.0
575.9999999999945,3.8448469755570667,26067.72481848832,6.116203450424732e6,5.0
576.9999999999944,3.8446054071535762,26061.78249994709,6.116528511317967e6,5.0
577.9999999999944,3.8443640069496654,26055.840105578158,6.116856703207945e6,5.0
578.9999999999944,3.8441227762815844,26049.897629942217,6.1171880656206515e6,5.0
579.9999999999943,3.8438817141436634,26043.95506751389,6.117522638866381e6,5.0
580.9999999999943,3.8436408218081435,26038.012412683605,6.117860463985238e6,5.0
581.9999999999942,3.8434000982322827,26032.069659753004,6.118201582822087e6,5.0
582.9999999999942,3.8431595446243554,26026.12680293679,6.118546037971555e6,5.0
583.9999999999942,3.842919159904343,26020.183836358112,6.118893872853226e6,5.0
584.9999999999941,3.8426789452165906,26014.240754050395,6.119245131656893e6,5.0
585.9999999999941,3.8424388994435175,26008.297549952706,6.119599859417669e6,5.0
586.9999999999941,3.8421990236656707,26002.354217911536,6.119958101961243e6,5.0
587.999999999994,3.8419593167276345,25996.410751676256,6.1203199059772715e6,5.0
588.999999999994,3.841719779646232,25990.467144900722,6.120685318967983e6,5.0
589.9999999999939,3.8414804112279914,25984.523391138824,6.121054389318956e6,5.0
590.9999999999939,3.8412412124261004,25978.57948384604,6.121427166248543e6,5.0
591.9999999999939,3.841002182008807,25972.635416374986,6.121803699877912e6,5.0
592.9999999999937,3.840763320865748,25966.691181976938,6.122184041181369e6,5.0
593.9999999999937,3.8405246277266887,25960.746773797393,6.1225682420551e6,5.0
594.9999999999936,3.840286103417842,25954.802184877564,6.122956355267647e6,5.0
595.9999999999936,3.840047746630301,25948.857408149976,6.123348434529383e6,5.0
596.9999999999936,3.8398095581269853,25942.912436439867,6.12374453444186e6,5.0
597.9999999999935,3.8395715365601495,25936.967262460832,6.124144710566953e6,5.0
598.9999999999935,3.8393336826295306,25931.021878816242,6.124549019377014e6,5.0
599.9999999999935,3.839095994948431,25925.076277994864,6.124957518322067e6,5.0
600.9999999999934,3.8388584741536054,25919.130452372272,6.1253702657812685e6,5.0
601.9999999999934,3.8386211188192547,25913.184394206433,6.1257873211296955e6,5.0
602.9999999999933,3.838383929519343,25907.238095639186,6.126208744687924e6,5.0
603.9999999999933,3.838146904788881,25901.29154869183,6.12663459778988e6,5.0
604.9999999999933,3.837910045139283,25895.34474526655,6.1270649427312855e6,5.0
605.9999999999932,3.837673349066333,25889.39767714206,6.127499842838395e6,5.0
606.9999999999932,3.837436817019124,25883.450335975016,6.127939362414493e6,5.0
607.9999999999932,3.837200447454198,25877.50271329569,6.128383566807973e6,5.0
608.9999999999931,3.836964240758613,25871.554800509377,6.128832522361202e6,5.0
609.9999999999931,3.836728195349712,25865.606588892115,6.129286296473632e6,5.0
610.999999999993,3.8364923115528353,25859.658069592086,6.129744957553425e6,5.0
611.999999999993,3.8362565877462074,25853.70923362541,6.130208575079195e6,5.0
612.999999999993,3.8360210241938235,25847.760071877445,6.130677219550316e6,5.0
613.9999999999928,3.8357856192348776,25841.810575098712,6.131150962549322e6,5.0
614.9999999999928,3.8355503730724574,25835.86073390621,6.1316298766905805e6,5.0
615.9999999999927,3.8353152840069207,25829.910538779368,6.13211403568205e6,5.0
616.9999999999927,3.835080352180849,25823.959980061354,6.132603514273703e6,5.0
617.9999999999927,3.834845575856028,25818.00904795513,6.133098388316675e6,5.0
618.9999999999926,3.834610955115068,25812.057732524725,6.133598734715033e6,5.0
619.9999999999926,3.8343764881814044,25806.1060236914,6.134104631480036e6,5.0
620.9999999999926,3.8341421750783025,25800.153911234916,6.134616157682227e6,5.0
621.9999999999925,3.8339080139911847,25794.20138478978,6.135133393505688e6,5.0
622.9999999999925,3.83367400488455,25788.24843384651,6.135656420199251e6,5.0
623.9999999999924,3.833440145906256,25782.295047747997,6.136185320128458e6,5.0
624.9999999999924,3.8332064369627603,25776.341215690813,6.136720176726211e6,5.0
625.9999999999924,3.8329728761648054,25770.386926721574,6.137261074545297e6,5.0
626.9999999999923,3.832739463361518,25764.432169738353,6.137808099206595e6,5.0
627.9999999999923,3.8325061966271132,25758.47693348715,6.138361337449894e6,5.0
628.9999999999922,3.8322730757542383,25752.521206563277,6.13892087708234e6,5.0
629.9999999999922,3.8320400987811514,25746.56497740795,6.139486807028118e6,5.0
630.9999999999922,3.8318072654449513,25740.608234309773,6.140059217275344e6,5.0
631.999999999992,3.83157457374864,25734.650965401343,6.140638198923641e6,5.0
632.999999999992,3.8313420233746833,25728.693158660804,6.14122384413208e6,5.0
633.999999999992,3.831109612291667,25722.73480190866,6.141816246163494e6,5.0
634.9999999999919,3.830877340128469,25716.77588280928,6.14241549933203e6,5.0
635.9999999999919,3.8306452048200414,25710.81638886778,6.143021699046312e6,5.0
636.9999999999918,3.8304132059428473,25704.856307431757,6.143634941755187e6,5.0
637.9999999999918,3.830181341399174,25698.8956256882,6.144255324988957e6,5.0
638.9999999999918,3.829949610714221,25692.93433066518,6.144882947307317e6,5.0
639.9999999999917,3.829718011758627,25686.97240922906,6.145517908334786e6,5.0
640.9999999999917,3.829486544007621,25681.009848086225,6.146160308708513e6,5.0
641.9999999999916,3.8292552053012963,25675.046633780323,6.146810250114825e6,5.0
642.9999999999916,3.8290239950662746,25669.082752694158,6.147467835232229e6,5.0
643.9999999999916,3.8287929111132826,25663.118191047048,6.148133167767977e6,5.0
644.9999999999915,3.8285619528217727,25657.15293489676,6.148806352401295e6,5.0
645.9999999999915,3.8283311179743618,25651.186970137063,6.149487494815633e6,5.0
646.9999999999915,3.828100405904856,25645.220282499708,6.150176701642228e6,5.0
647.9999999999914,3.8278698143691394,25639.25285755215,6.150874080490313e6,5.0
648.9999999999914,3.827639342656938,25633.284680699584,6.151579739889703e6,5.0
649.9999999999912,3.8274089884987768,25627.31573718284,6.152293789318966e6,5.0
650.9999999999912,3.8271787511420534,25621.346012080525,6.153016339146789e6,5.0
651.9999999999912,3.8269486282934464,25615.37549030701,6.153747500659012e6,5.0
652.9999999999911,3.8267186191597022,25609.404156614728,6.15448738599811e6,5.0
653.9999999999911,3.8264887214252674,25603.431995592266,6.155236108189101e6,5.0
654.9999999999911,3.8262589342580324,25597.458991666794,6.155993781077551e6,5.0
655.999999999991,3.8260292553218784,25591.485129102264,6.156760519354016e6,5.0
656.999999999991,3.825799683747731,25585.510392002,6.157536438490591e6,5.0
657.9999999999909,3.825570217180587,25579.534764307016,6.1583216547640385e6,5.0
658.9999999999909,3.8253408547163863,25573.558229798688,6.159116285191119e6,5.0
659.9999999999909,3.825111593983003,25567.58077209726,6.159920447549603e6,5.0
660.9999999999908,3.8248824340433893,25561.60237466458,6.160734260314575e6,5.0
661.9999999999908,3.824653372510153,25555.62302080281,6.161557842675139e6,5.0
662.9999999999907,3.8244244084152834,25549.642693657228,6.162391314470787e6,5.0
663.9999999999907,3.824195539358016,25543.661376215055,6.163234796207709e6,5.0
664.9999999999907,3.8239667643415216,25537.679051308445,6.164088408992965e6,5.0
665.9999999999906,3.8237380809535586,25531.695701613386,6.1649522745498065e6,5.0
666.9999999999906,3.8235094881705995,25525.711309652783,6.165826515151454e6,5.0
667.9999999999906,3.8232809835709483,25519.7258577956,6.166711253633797e6,5.0
668.9999999999905,3.8230525661065458,25513.739328259973,6.1676066133286925e6,5.0
669.9999999999905,3.8228242333482236,25507.751703112426,6.168512718077973e6,5.0
670.9999999999903,3.822595984225609,25501.762964271227,6.169429692161766e6,5.0
671.9999999999903,3.8223678163041064,25495.773093505635,6.170357660314295e6,5.0
672.9999999999903,3.822139728493226,25489.78207243934,6.1712967476527775e6,5.0
673.9999999999902,3.821911718355016,25483.789882549954,6.172247079687353e6,5.0
674.9999999999902,3.8216837847811265,25477.796505172453,6.173208782253163e6,5.0
675.9999999999901,3.821455925332289,25471.801921498754,6.174181981520194e6,5.0
676.9999999999901,3.8212281388845324,25465.806112581326,6.175166803921773e6,5.0
677.9999999999901,3.821000422999335,25459.809059332867,6.176163376166044e6,5.0
678.99999999999,3.8207727765393558,25453.81074252998,6.177171825163239e6,5.0
679.99999999999,3.8205451970689084,25447.81114281301,6.17819227803455e6,5.0
680.99999999999,3.8203176834394927,25441.810240689683,6.1792248620441165e6,5.0
681.9999999999899,3.820090233220306,25435.808016535146,6.180269704603429e6,5.0
682.9999999999899,3.819862845253905,25429.804450595682,6.181326933202823e6,5.0
683.9999999999898,3.8196355171164393,25423.799522988786,6.182396675417996e6,5.0
684.9999999999898,3.819408247643703,25417.793213706977,6.183479058841014e6,5.0
685.9999999999898,3.819181034420767,25411.785502617982,6.184574211084558e6,5.0
686.9999999999897,3.818953876278887,25405.77636946863,6.185682259713816e6,5.0
687.9999999999897,3.8187267708140604,25399.765793885043,6.18680333225203e6,5.0
688.9999999999897,3.818499716855071,25393.75375537656,6.187937556112154e6,5.0
689.9999999999895,3.818272712010811,25387.74023333614,6.189085058601012e6,5.0
690.9999999999895,3.8180457551097198,25381.725207044274,6.190245966851362e6,5.0
691.9999999999894,3.817818843775458,25375.708655669387,6.191420407827028e6,5.0
692.9999999999894,3.817591976838151,25369.690558271857,6.192608508256686e6,5.0
693.9999999999894,3.8173651519381546,25363.67089380451,6.193810394635317e6,5.0
694.9999999999893,3.8171383679092736,25357.649641116583,6.1950261931612585e6,5.0
695.9999999999893,3.8169116224103026,25351.626778954287,6.196256029738882e6,5.0
696.9999999999892,3.8166849142807258,25345.602285964902,6.197500029913273e6,5.0
697.9999999999892,3.8164582411995527,25339.57614069731,6.198758318874057e6,5.0
698.9999999999892,3.816231602013793,25333.548321606067,6.200031021392441e6,5.0
699.9999999999891,3.816004994424422,25327.51880705209,6.201318261824384e6,5.0
700.9999999999891,3.815778417287797,25321.487575306623,6.202620164047473e6,5.0
701.9999999999891,3.81555186832849,25315.45460455204,6.20393685146606e6,5.0
702.999999999989,3.8153253464140073,25309.41987288585,6.205268446947964e6,5.0
703.999999999989,3.815098849294113,25303.38335832144,6.206615072829859e6,5.0
704.9999999999889,3.814872375849169,25297.345038792144,6.207976850856088e6,5.0
705.9999999999889,3.814645923855671,25291.30489215198,6.209353902183726e6,5.0
706.9999999999889,3.8144194922084758,25285.26289617976,6.2107463473223e6,5.0
707.9999999999887,3.8141930787122926,25279.219028579835,6.2121543061398165e6,5.0
708.9999999999887,3.813966682278095,25273.173266986178,6.213577897802728e6,5.0
709.9999999999886,3.8137403007402084,25267.125588963194,6.215017240782214e6,5.0
710.9999999999886,3.8135139330272576,25261.075972009734,6.216472452797725e6,5.0
711.9999999999886,3.8132875770045565,25255.02439355998,6.217943650820487e6,5.0
712.9999999999885,3.8130612316198347,25248.97083098744,6.219430951019828e6,5.0
713.9999999999885,3.8128348947707185,25242.91526160579,6.220934468768145e6,5.0
714.9999999999885,3.8126085654254878,25236.857662672955,6.222454318584534e6,5.0
715.9999999999884,3.812382241515298,25230.798011391853,6.223990614145555e6,5.0
716.9999999999884,3.812155922030349,25224.736284914543,6.22554346822583e6,5.0
717.9999999999883,3.811929604936551,25218.672460342983,6.2271129927099645e6,5.0
718.9999999999883,3.8117032892473253,25212.606514733063,6.228699298537375e6,5.0
719.9999999999883,3.8114769729644915,25206.53842509554,6.230302495709643e6,5.0
720.9999999999882,3.8112506551259484,25200.46816839988,6.231922693239593e6,5.0
721.9999999999882,3.8110243337705163,25194.39572157527,6.233559999159932e6,5.0
722.9999999999881,3.8107980079618047,25188.32106151452,6.235214520470468e6,5.0
723.9999999999881,3.8105716757766896,25182.244165074986,6.236886363148535e6,5.0
724.9999999999881,3.810345336305651,25176.165009082433,6.238575632099142e6,5.0
725.999999999988,3.8101189876646346,25170.083570332088,6.240282431161577e6,5.0
726.999999999988,3.809892628972114,25163.999825592386,6.242006863064195e6,5.0
727.999999999988,3.809666258384067,25157.913751606004,6.243749029431097e6,5.0
728.9999999999878,3.8094398750480436,25151.82532509369,6.245509030735543e6,5.0
729.9999999999878,3.809213477160969,25145.73452275524,6.2472869663094785e6,5.0
730.9999999999877,3.808987063900506,25139.64132127334,6.249082934295645e6,5.0
731.9999999999877,3.808760633505409,25133.54569731449,6.250897031659792e6,5.0
732.9999999999877,3.8085341851844663,25127.447627532878,6.252729354142867e6,5.0
733.9999999999876,3.808307717219064,25121.347088571303,6.254579996272501e6,5.0
734.9999999999876,3.808081228850057,25115.244057065018,6.25644905131715e6,5.0
735.9999999999876,3.8078547184023126,25109.138509642667,6.258336611297908e6,5.0
736.9999999999875,3.807628185149627,25103.030422930053,6.26024276694419e6,5.0
737.9999999999875,3.8074016274610742,25096.919773551184,6.262167607703842e6,5.0
738.9999999999874,3.807175044644265,25090.806538131936,6.264111221701428e6,5.0
739.9999999999874,3.806948435113235,25084.690693301123,6.266073695748661e6,5.0
740.9999999999874,3.8067217982101695,25078.57221569412,6.268055115302779e6,5.0
741.9999999999873,3.8064951323946956,25072.45108195393,6.270055564478929e6,5.0
742.9999999999873,3.80626843704441,25066.32726873485,6.2720751260073185e6,5.0
743.9999999999872,3.8060417106650966,25060.20075270342,6.274113881247226e6,5.0
744.9999999999872,3.8058149526704557,25054.071510542148,6.276171910145303e6,5.0
745.9999999999872,3.805588161613024,25047.939518950454,6.278249291249084e6,5.0
746.999999999987,3.805361336943224,25041.804754648234,6.2803461016684715e6,5.0
747.999999999987,3.8051344772608453,25035.667194376965,6.282462417086726e6,5.0
748.999999999987,3.804907582053638,25029.526814903133,6.2845983117250325e6,5.0
749.9999999999869,3.8046806499690686,25023.383593019313,6.286753858353907e6,5.0
750.9999999999869,3.804453680532753,25017.237505547633,6.2889291282574395e6,5.0
751.9999999999868,3.8042266724401848,25011.088529340726,6.29112419124771e6,5.0
752.9999999999868,3.8039996252553006,25004.936641285218,6.293339115628458e6,5.0
753.9999999999868,3.8037725377219225,24998.78181830267,6.295573968209989e6,5.0
754.9999999999867,3.8035454094426937,24992.62403735294,6.297828814274973e6,5.0
755.9999999999867,3.803318239210002,24986.46327543513,6.300103717594232e6,5.0
