Time [s],Current [A],Voltage_P2D [V],Voltage_sP2D [V],Voltage_Error [V],Concentration_P2D [c/c_max],Concentration_sP2D [c/c_max],Concentration_Error [c/c_max],Overpotential_Neg_P2D [V],Overpotential_Pos_P2D [V],Overpotential_Neg_sP2D [V],Overpotential_Pos_sP2D [V],Overpotential_Error [V],Stress_Neg_P2D [σ/E],Stress_Pos_P2D [σ/E],Stress_Neg_sP2D [σ/E],Stress_Pos_sP2D [σ/E],Stress_Error [σ/E]
10.0,0.37128040112496785,4.158963785183876,4.159506968276349,0.0005431830924731429,0.9005494608706635,0.9005492265074345,2.3436322893477524e-7,0.013741350704150106,-0.001066054388240692,0.013745686469393958,-0.0010684640328614838,4.335765243852069e-6,3.115956285010211e-5,2.3772424187231685e-5,3.148526189038963e-5,2.6349999658674115e-5,3.256990402875228e-7
11.0,0.39882155046602874,4.157513483384771,4.158111700658713,0.0005982172739420477,0.9005208405562772,0.9005206030296286,2.3752664868315065e-7,0.014726548119862454,-0.0011479405973910473,0.014731165580664729,-0.001149058711216486,4.6174608022749725e-6,3.157951839340777e-5,2.4655508735983516e-5,3.190687125502548e-5,2.7128648706058382e-5,3.273528616177111e-7
12.0,0.32811824843996995,4.160557892286485,4.161062105785791,0.000504213499305628,0.9005142246287102,0.9005139868633898,2.3776532043218168e-7,0.012167558512063444,-0.0009417746589250853,0.012171425682670432,-0.0009445375025051557,3.8671706069880185e-6,3.1002146858491445e-5,2.5083041336070743e-5,3.132908968439601e-5,2.7366062628212134e-5,3.269428259045643e-7
13.000000000000002,0.29512104705863884,4.161943223912715,4.162390773240037,0.0004475493273217168,0.9005044557424907,0.9005042177358232,2.3800666748563515e-7,0.01096193073148875,-0.0008463974836068542,0.010965562265091365,-0.0008496656842891293,3.631533602615686e-6,3.064626052289986e-5,2.5386777097201655e-5,3.096899011959872e-5,2.748769058773078e-5,3.227295966988603e-7
14.000000000000002,0.5805323818919249,4.149238219365936,4.150281337247296,0.0010431178813608,0.9005092459501207,0.9005090108221413,2.3512797941993568e-7,0.021108909515415174,-0.0016881125724018038,0.021114497389679437,-0.0016784206339256142,5.587874264263021e-6,2.96632753412849e-5,2.535872163706132e-5,2.9976627976429404e-5,2.7230491968475596e-5,3.13352635144506e-7
15.0,0.691834226721143,4.144271352926744,4.145495083756204,0.0012237308294604787,0.9004475441630306,0.9004472994443868,2.4471864379371766e-7,0.024868259826065976,-0.002013909365787645,0.024875021347190284,-0.002001574835633222,6.761521124307862e-6,3.183007647455266e-5,2.6333806801486825e-5,3.213623267198777e-5,2.8328512155052733e-5,3.061561974351064e-7
16.0,0.8046552666955205,4.139121732857724,4.140518502530203,0.0013967696724792589,0.9003222519728799,0.9003219821725509,2.698003289669515e-7,0.028538143435336293,-0.002340034351423062,0.028546093557494632,-0.002327846659621369,7.950122158338624e-6,3.682732969795161e-5,2.8696035965910494e-5,3.7136186613536206e-5,3.1249462842259777e-5,3.0885691558459695e-7
17.0,0.499161510202845,4.151521618758902,4.1522652811511485,0.0007436623922467689,0.9001933438485523,0.9001930396530062,3.041955460858503e-7,0.01822622366329182,-0.001434883981431413,0.01823292929306439,-0.0014398349351808178,6.70562977257011e-6,4.176305903679253e-5,3.1613702434484294e-5,4.20933380170491e-5,3.48277882533391e-5,3.302789802565718e-7
18.0,0.4954534533520659,4.151276960717788,4.15203713486756,0.0007601741497715864,0.9001406553325885,0.9001403290879435,3.2624464496588956e-7,0.01808295606068451,-0.0014233048790570234,0.018089563671228256,-0.0014285737871922771,6.607610543746256e-6,4.2944275031359795e-5,3.3491523449390205e-5,4.3301725486507245e-5,3.691706918023997e-5,3.574504551474497e-7
19.0,0.5595384549569314,4.148305100299856,4.149228006763854,0.0009229064639981743,0.9001474568469557,0.9001471245583039,3.3228865181644807e-7,0.020304827806249464,-0.0016165677473177554,0.020311610559618717,-0.0016160868672482314,6.782753369252714e-6,4.138523712261992e-5,3.407058373867714e-5,4.176058181074277e-5,3.7206008512506756e-5,3.7534468812285444e-7
20.0,0.5486734462810444,4.148557337965057,4.1494839791589335,0.0009266411938764207,0.9001126212576455,0.900112280067487,3.4119015845934797e-7,0.019920018227844196,-0.0015869485372035947,0.019926673844783884,-0.0015856548227787112,6.6556169396880804e-6,4.193817106040211e-5,3.4910677510809475e-5,4.232046457830643e-5,3.783237348964209e-5,3.822935179043218e-7
21.0,0.41639413695395355,4.154112968241659,4.15477662546865,0.0006636572269913543,0.9000661035101221,0.9000657535073,3.500028220582152e-7,0.01527017323952009,-0.0011972932958772484,0.015275966940695641,-0.0012018376958357554,5.793701175552113e-6,4.303579941285751e-5,3.59600155793345e-5,4.341712524410799e-5,3.880936751508531e-5,3.813258312504781e-7
22.0,0.1663796636759447,4.165242403807081,4.165457574045799,0.0002151702387180876,0.9000548436482254,0.9000544906358726,3.530123527939466e-7,0.006190369012137969,-0.00046122402994724796,0.006193730323653435,-0.00047512920637374554,3.3613115154665363e-6,4.247333975988008e-5,3.644897400050955e-5,4.285143880597534e-5,3.912616887086499e-5,3.780990460952615e-7
23.0,0.45822184116969455,4.15221117253967,4.1530514500697295,0.0008402775300595522,0.9001122386146253,0.9001118956676458,3.4294697948134e-7,0.016750791809258547,-0.0013277463366590742,0.0167562007656479,-0.0013256254728817426,5.408956389355013e-6,3.882744981214826e-5,3.5563278186419326e-5,3.919492079255025e-5,3.770416812603234e-5,3.6747098040198876e-7
24.0,0.18688152431185923,4.16445035853583,4.1647969714625654,0.00034661292673554556,0.9001199163247231,0.9001195781153011,3.3820942202389404e-7,0.006947017764240904,-0.0005301949035468252,0.006949766094112606,-0.0005374979760479278,2.748329871702336e-6,3.7705527836450335e-5,3.503730947821947e-5,3.805370396257731e-5,3.6827393243361314e-5,3.4817612612697226e-7
25.0,0.4454540776011374,4.152829806263618,4.153681568684061,0.0008517624204431584,0.9001156553012717,0.9001153209797098,3.3432156187895856e-7,0.016298452554911354,-0.001293956232418015,0.01630363538655966,-0.0012903039522233358,5.182831648305186e-6,3.716999176677465e-5,3.474285980346578e-5,3.749273932523086e-5,3.6359276232435006e-5,3.2274755845620626e-7
26.000000000000004,0.43112626502699963,4.153468845966107,4.154312197958383,0.0008433519922759203,0.9001117151467272,0.9001113823552989,3.3279142830355823e-7,0.01579000782291055,-0.0012519374099572713,0.015795007336912855,-0.0012487542225275176,4.999514002304584e-6,3.663067766398747e-5,3.449784709466728e-5,3.693097315939564e-5,3.6027747868072876e-5,3.0029549540816546e-7
