Position,Normalized_Position,Conc_P2D_t100s_(c_cmax),Conc_sP2D_t100s_(c_cmax),Conc_Error_t100s_(c_cmax),Current_t100s,Conc_P2D_t200s_(c_cmax),Conc_sP2D_t200s_(c_cmax),Conc_Error_t200s_(c_cmax),Current_t200s,Conc_P2D_t300s_(c_cmax),Conc_sP2D_t300s_(c_cmax),Conc_Error_t300s_(c_cmax),Current_t300s,Conc_P2D_t400s_(c_cmax),Conc_sP2D_t400s_(c_cmax),Conc_Error_t400s_(c_cmax),Current_t400s,Conc_P2D_t500s_(c_cmax),Conc_sP2D_t500s_(c_cmax),Conc_Error_t500s_(c_cmax),Current_t500s,Conc_P2D_t600s_(c_cmax),Conc_sP2D_t600s_(c_cmax),Conc_Error_t600s_(c_cmax),Current_t600s,Conc_P2D_t700s_(c_cmax),Conc_sP2D_t700s_(c_cmax),Conc_Error_t700s_(c_cmax),Current_t700s,Conc_P2D_t800s_(c_cmax),Conc_sP2D_t800s_(c_cmax),Conc_Error_t800s_(c_cmax),Current_t800s,Conc_P2D_t900s_(c_cmax),Conc_sP2D_t900s_(c_cmax),Conc_Error_t900s_(c_cmax),Current_t900s,Conc_P2D_t1000s_(c_cmax),Conc_sP2D_t1000s_(c_cmax),Conc_Error_t1000s_(c_cmax),Current_t1000s
0.0,0.0,0.8994054331721326,0.8994134100624285,7.976890295857686e-6,0.09870712048925961,0.897975316890806,0.8979846005416948,9.283650888813888e-6,0.36399030200178095,0.8966854789138511,0.8966949826086185,9.503694767376558e-6,0.22764274056922307,0.8953817130869097,0.8953931959291171,1.1482842207422017e-5,0.2574535649194075,0.8941850864069142,0.8941967394866518,1.1653079737605765e-5,0.18410381617892047,0.8927438337564185,0.8927580370487807,1.420329236212492e-5,0.42996617717867985,0.8915843144192813,0.8915989246119347,1.4610192653363718e-5,0.2770736011218449,0.8901949619053031,0.8902113948683457,1.6432963042545268e-5,0.3463715636287682,0.8889953480752073,0.8890135204713835,1.8172396176185934e-5,0.3662205516140514,0.8875995913785171,0.8876207870175311,2.119563901403776e-5,0.22744106347498572
0.049305555555555554,0.05,0.8994015460682331,0.8994090535788329,7.507510599857881e-6,0.09870712048925961,0.8979682328515706,0.8979768998975735,8.667046002885925e-6,0.36399030200178095,0.8966752254232464,0.8966840023469442,8.776923697828565e-6,0.22764274056922307,0.8953682596307082,0.895378836120682,1.0576489973823655e-5,0.2574535649194075,0.8941686108866941,0.8941792633816623,1.065249496823295e-5,0.18410381617892047,0.8927240741407851,0.8927370739706458,1.2999829860693701e-5,0.42996617717867985,0.8915613921869299,0.8915746851463402,1.3292959410327043e-5,0.2770736011218449,0.8901687257204981,0.8901836681201553,1.494239965715849e-5,0.3463715636287682,0.8889659899534442,0.8889825043135113,1.6514360067110267e-5,0.3662205516140514,0.8875668260175053,0.8875861306029303,1.9304585425095055e-5,0.22744106347498572
0.09861111111111111,0.1,0.899389796095425,0.8993959930795378,6.196984112749604e-6,0.09870712048925961,0.8979468388325086,0.8979538126865326,6.973854024039383e-6,0.36399030200178095,0.8966442723056105,0.8966510818111147,6.809505504246083e-6,0.22764274056922307,0.8953276531376422,0.8953357822897088,8.129152066604917e-6,0.2574535649194075,0.8941188919892703,0.8941268643333938,7.972344123530206e-6,0.18410381617892047,0.8926644423898507,0.8926742179678361,9.775577985426942e-6,0.42996617717867985,0.8914922233553461,0.8915020038109226,9.78045557653573e-6,0.2770736011218449,0.8900895556385102,0.8901005279030707,1.0972264560482614e-5,0.3463715636287682,0.888877399778886,0.8888894984801424,1.2098701256402222e-5,0.3662205516140514,0.8874679487345024,0.8874822066161717,1.4257881669310635e-5,0.22744106347498572
0.14791666666666664,0.15,0.8993701021321379,0.8993742556956584,4.15356352057028e-6,0.09870712048925961,0.8979110290757427,0.8979153833908691,4.354315126353647e-6,0.36399030200178095,0.8965924862949055,0.8965962820142921,3.7957193865789662e-6,0.22764274056922307,0.8952597268581188,0.8952641115483407,4.3846902219035755e-6,0.2574535649194075,0.8940357414262088,0.8940396305240624,3.889097853648771e-6,0.18410381617892047,0.8925647109118469,0.8925695692171398,4.858305292954057e-6,0.42996617717867985,0.8913765495639361,0.8913809922574524,4.442693516293339e-6,0.2770736011218449,0.8899571551928681,0.8899620948680224,4.939675154247425e-6,0.3463715636287682,0.8887292407696112,0.8887346315243713,5.390754760026262e-6,0.3662205516140514,0.8873025702469622,0.8873091516391126,6.581392150373233e-6,0.22744106347498572
0.19722222222222222,0.2,0.8993423289558052,0.8993438875892178,1.558633412557242e-6,0.09870712048925961,0.8978606269415773,0.8978616872063088,1.0602647314561509e-6,0.36399030200178095,0.8965196459267021,0.8965197055011861,5.957448401261445e-8,0.22764274056922307,0.8951642033413819,0.8951639535222066,2.4981917534638853e-7,0.2574535649194075,0.8939188446830166,0.893917710196814,1.1344862026474445e-6,0.18410381617892047,0.8924244992104695,0.8924232963054637,1.2029050058259827e-6,0.42996617717867985,0.891213939657618,0.8912118381368459,2.10152077206871e-6,0.2770736011218449,0.8897710289087293,0.8897685719883608,2.4569203684876584e-6,0.3463715636287682,0.8885209500548116,0.888518119806566,2.8302482455444533e-6,0.3662205516140514,0.8870700390258729,0.8870671959781485,2.8430477243546193e-6,0.22744106347498572
0.24652777777777776,0.25,0.8993062873973067,0.8993049554200714,1.331977235285997e-6,0.09870712048925961,0.8977953846973711,0.8977928316244403,2.553072930733258e-6,0.36399030200178095,0.8964254433418508,0.8964214975538934,3.945787957371216e-6,0.22764274056922307,0.8950406953512161,0.8950354920522358,5.203298980349658e-6,0.2574535649194075,0.8937677605870517,0.8937613135591832,6.447027868450306e-6,0.18410381617892047,0.8922432725732509,0.8922356387183137,7.633854937183493e-6,0.42996617717867985,0.8910037895449074,0.8909948074698787,8.982075028751701e-6,0.2770736011218449,0.8895304811048763,0.8895202473683769,1.0233736499443147e-5,0.3463715636287682,0.8882517371125804,0.888240270645215,1.1466467365384148e-5,0.3662205516140514,0.886769438563763,0.8867566675584911,1.2771005271861036e-5,0.22744106347498572
0.2958333333333333,0.3,0.8992617347814628,0.8992575484184535,4.186363009250904e-6,0.09870712048925961,0.8977149832108651,0.8977089586802116,6.0245306534589815e-6,0.36399030200178095,0.8963094871309802,0.8963018478514698,7.63927951041854e-6,0.22764274056922307,0.8948887065606862,0.8948789677203922,9.73884029398242e-6,0.2574535649194075,0.893581921103302,0.8935707154730033,1.1205630298771752e-5,0.18410381617892047,0.8920203399702846,0.8920069103974256,1.3429572858991712e-5,0.42996617717867985,0.8907453216264825,0.8907302480527454,1.5073573737089951e-5,0.2770736011218449,0.8892346139199232,0.8892174981422789,1.7115777644294283e-5,0.3463715636287682,0.8879205811251126,0.8879014867728873,1.909435222535727e-5,0.3662205516140514,0.8863995837760117,0.886377997268492,2.1586507519710807e-5,0.22744106347498572
0.34513888888888883,0.35,0.8992083755388571,0.8992017808748168,6.59466404029363e-6,0.09870712048925961,0.8976190307634369,0.8976102480305532,8.78273288362763e-6,0.36399030200178095,0.8961713050571781,0.8961609928571724,1.0312200005690997e-5,0.22764274056922307,0.8947076314160841,0.8946946813632732,1.2950052810878354e-5,0.2574535649194075,0.8933606320567442,0.8933462589526479,1.4373104096354616e-5,0.18410381617892047,0.8917548513868715,0.8917375042640614,1.7347122810096316e-5,0.42996617717867985,0.8904375831652102,0.8904185940325653,1.8989132644864348e-5,0.2770736011218449,0.8888823240143854,0.8888607955020237,2.1528512361701502e-5,0.3463715636287682,0.8875262269116613,0.8875022722662981,2.3954645363200022e-5,0.3662205516140514,0.885959016567038,0.885931725917923,2.7290649114997123e-5,0.22744106347498572
0.39444444444444443,0.4,0.8991458611384356,0.8991377952804435,8.065857992178849e-6,0.09870712048925961,0.8975070590320775,0.8974969216248586,1.0137407218890893e-5,0.36399030200178095,0.8960103447046849,0.8959992199446268,1.1124760058045524e-5,0.22764274056922307,0.8944967541008612,0.8944829991211275,1.3754979733660022e-5,0.2574535649194075,0.8931030760118317,0.8930883598756421,1.471613618964085e-5,0.18410381617892047,0.8914457956842452,0.8914278978943154,1.7897789929777197e-5,0.42996617717867985,0.8900794430690834,0.8900603724239337,1.9070645149721344e-5,0.2770736011218449,0.888472297444992,0.8884507118561585,2.1585588833472613e-5,0.3463715636287682,0.8870671799425113,0.8870432410421328,2.3938900378439598e-5,0.3662205516140514,0.8854460019632014,0.8854185136312397,2.748833196175582e-5,0.22744106347498572
0.44375,0.45,0.8990737884008677,0.8990657667502652,8.021650602541008e-6,0.09870712048925961,0.8973785153462701,0.8973692509790314,9.264367238692728e-6,0.36399030200178095,0.8958259710567373,0.89581687487297,9.096183767320909e-6,0.22764274056922307,0.8942552502576492,0.8942443598270893,1.0890430559906683e-5,0.2574535649194075,0.8928083199522354,0.8927975140160049,1.0805936230484647e-5,0.18410381617892047,0.891091999110415,0.8910786616636025,1.3337446812533571e-5,0.42996617717867985,0.8896695891185826,0.8896562130761666,1.3376042416024525e-5,0.2770736011218449,0.8880030043824494,0.8879879329775168,1.5071404932620602e-5,0.3463715636287682,0.8865417028429627,0.886525130774534,1.6572068428755138e-5,0.3662205516140514,0.8848585312112417,0.884839153001632,1.93782096097328e-5,0.22744106347498572
0.4930555555555555,0.5,0.8989916958734967,0.8989859082587461,5.787614750563108e-6,0.09870712048925961,0.8972327552571494,0.8972275654591408,5.189798008564672e-6,0.36399030200178095,0.8956174601998261,0.8956143726665149,3.0875333112412306e-6,0.22764274056922307,0.8939822029084543,0.8939792817069002,2.921201554095809e-6,0.2574535649194075,0.8924753283542257,0.8924743045003177,1.0238539079887587e-6,0.18410381617892047,0.8906921171500229,0.8906904700433872,1.6471066357492958e-6,0.42996617717867985,0.8892065363299763,0.8892068607429606,3.2441298436491905e-7,0.2770736011218449,0.8874726980911976,0.8874732761357295,5.780445319070182e-7,0.3463715636287682,0.8859478158610906,0.885948822161272,1.0063001814053507e-6,0.3662205516140514,0.8841943380274526,0.8841945873299315,2.493024788829956e-7,0.22744106347498572
