Time (s),Voltage (P2D) (V),Voltage (sP2D) (V),Voltage Error (V),average Voltage Error (V),Voltage Error Percentage (%),average Voltage Error Percentage (%),Average Concentration (P2D) (mol/m³),Average Concentration (sP2D) (mol/m³),First Position Concentration (P2D) (mol/m³),First Position Concentration (sP2D) (mol/m³),Concentration Error (mol/m³),average Concentration Error (mol/m³),Concentration Error Percentage (%),average Concentration Error Percentage (%),Negative Stress (P2D) (Pa),Negative Stress (sP2D) (Pa),Negative Stress Error (Pa),average Negative Stress Error (Pa),Negative Stress Error Percentage (%),average Negative Stress Error Percentage (%),Positive Stress (P2D) (Pa),Positive Stress (sP2D) (Pa),Positive Stress Error (Pa),average Positive Stress Error (Pa),Positive Stress Error Percentage (%),average Positive Stress Error Percentage (%),Current (A)
258.0,4.087525294990061,4.08991247554146,0.002387180551399304,0.002684099368845545,0.05840160926527326,0.06590568279918213,29402.584276275455,29402.160985426915,29465.050490874564,29472.11536314624,-0.42329084853918175,0.4932244175006447,-0.001439638245950814,0.001688253410308909,1.68017824359149e6,1.6763925605542557e6,-3785.6830372342374,33331.45454141086,-0.22531437076236,2.8065960463293687,6.0570437157198675e7,6.127291822799459e7,702481.070795916,3.241718321752391e6,1.1597754676473018,17.117788423354423,1.093
259.0,4.119589789773548,4.120334181052967,0.0007443912794187213,0.002684099368845545,0.01806954860570329,0.06590568279918213,29398.71222442823,29398.28775672233,29461.356366316224,29468.42123277148,-0.4244677058995876,0.4932244175006447,-0.0014438309496661737,0.001688253410308909,1.7327956235068047e6,1.7292497157480402e6,-3545.907758764457,33331.45454141086,-0.20463508279114329,2.8065960463293687,6.1054042085660875e7,6.196238389080369e7,908341.8051428124,3.241718321752391e6,1.4877668604944752,17.117788423354423,0.28185
260.0,4.066912858640502,4.0704530728062736,0.003540214165771438,0.002684099368845545,0.08704917682831467,0.06590568279918213,29400.385859725906,29399.96166150022,29462.988093043685,29470.05212621916,-0.4241982256862684,0.4932244175006447,-0.0014428321713537643,0.001688253410308909,1.6644817792402431e6,1.6610881907814078e6,-3393.58845883538,33331.45454141086,-0.20388258382644428,2.8065960463293687,6.061998077702108e7,6.14316015447611e7,811620.7677400187,3.241718321752391e6,1.338866752078674,17.117788423354423,1.698
261.0,4.072796365213658,4.075897256243524,0.003100891029865771,0.002684099368845545,0.07613665776052368,0.06590568279918213,29396.153339662505,29395.72730635833,29459.10339703597,29466.172790387438,-0.4260333041747799,0.4932244175006447,-0.0014492824937062706,0.001688253410308909,1.732047145016529e6,1.7289076688838403e6,-3139.476132688578,33331.45454141086,-0.1812581223162155,2.8065960463293687,6.107325594611613e7,6.20340412138522e7,960785.2677360699,3.241718321752391e6,1.5731685708450749,17.117788423354423,1.5089
262.0,4.1340826643829685,4.133896947662835,-0.00018571672013312224,0.002684099368845545,-0.004492332040990799,0.06590568279918213,29384.84487645572,29384.414939932114,29448.471399485126,29455.554108833432,-0.42993652360746637,0.4932244175006447,-0.0014631233393100134,0.001688253410308909,1.9470062834062448e6,1.9443109570348617e6,-2695.3263713831548,33331.45454141086,-0.13843439512006814,2.8065960463293687,6.3169818053078525e7,6.4762079795066856e7,1.592261741988331e6,3.241718321752391e6,2.520605236903534,17.117788423354423,-0.078194
263.0,4.094185288871193,4.096068710371882,0.0018834215006888755,0.002684099368845545,0.04600235133002867,0.06590568279918213,29390.502629915274,29390.07350890851,29453.929695185903,29461.034547865762,-0.429121006764035,0.4932244175006447,-0.0014600669208264985,0.001688253410308909,1.7820956726873636e6,1.7800756561925996e6,-2020.016494764015,33331.45454141086,-0.11335062004375286,2.8065960463293687,6.2524651963002354e7,6.389778001662098e7,1.3731280536186248e6,3.241718321752391e6,2.196138659725998,17.117788423354423,0.88929
264.0,4.087021360857509,4.08944380759889,0.0024224467413809236,0.002684099368845545,0.05927169269486429,0.06590568279918213,29396.038582467252,29395.61103409814,29459.19075596561,29466.31273764907,-0.4275483691126283,0.4932244175006447,-0.001454442128020719,0.001688253410308909,1.6287965382313263e6,1.6271428097519882e6,-1653.7284793381114,33331.45454141086,-0.10153069708349566,2.8065960463293687,6.11037592328147e7,6.197364057093971e7,869881.3381250128,3.241718321752391e6,1.4236134552878021,17.117788423354423,1.093
265.0,4.134685461026836,4.1347150726218125,2.9611594976053368e-5,0.002684099368845545,0.0007161752751247835,0.06590568279918213,29390.284423913006,29389.85629026677,29453.64960682432,29460.76266780636,-0.42813364623725647,0.4932244175006447,-0.0014567182816676361,0.001688253410308909,1.7246046788559405e6,1.7225330002107373e6,-2071.678645203123,33331.45454141086,-0.12012484197696963,2.8065960463293687,6.1509551981608346e7,6.2440450390293576e7,930898.4086852297,3.241718321752391e6,1.5134208894312429,17.117788423354423,-0.081297
266.0,4.038142564569557,4.04362964681104,0.005487082241483421,0.002684099368845545,0.13588134033767854,0.06590568279918213,29394.26302844249,29393.8361468364,29457.52754467471,29464.622974068647,-0.4268816060903191,0.4932244175006447,-0.0014522616392091878,0.001688253410308909,1.6093362051013766e6,1.6067952611819508e6,-2540.9439194258302,33331.45454141086,-0.15788769999527658,2.8065960463293687,6.051956053392067e7,6.115988481358955e7,640324.2796688825,3.241718321752391e6,1.058045157664333,17.117788423354423,2.7118
267.0,4.093703978670984,4.095535529621882,0.0018315509508983752,0.002684099368845545,0.04474067886786934,0.06590568279918213,29384.199255112548,29383.766495658874,29448.5866147525,29455.706687146045,-0.4327594536734978,0.4932244175006447,-0.0014727624527600563,0.001688253410308909,1.826060273378799e6,1.8241998504041655e6,-1860.4229746335186,33331.45454141086,-0.10188179447062487,2.8065960463293687,6.1897975049600735e7,6.29936541391204e7,1.0956790895196646e6,3.241718321752391e6,1.7701372115027407,17.117788423354423,0.90306
268.0,4.13327009616759,4.132966210990597,-0.0003038851769927575,0.002684099368845545,-0.007352173216904527,0.06590568279918213,29371.824671379138,29371.386822123626,29437.071719599084,29444.220610320277,-0.4378492555115372,0.4932244175006447,-0.001490711797480501,0.001688253410308909,2.063352492525325e6,2.0622873459310562e6,-1065.1465942687355,33331.45454141086,-0.051622134275521134,2.8065960463293687,6.44613847711097e7,6.636432349870208e7,1.9029387275923789e6,3.241718321752391e6,2.952059957057016,17.117788423354423,-0.078194
269.0,4.0591443316373885,4.063018325876435,0.003873994239046219,0.002684099368845545,0.09543869156984415,0.06590568279918213,29383.595118185633,29383.161194719385,29448.017791617644,29455.18541065793,-0.43392346624750644,0.4932244175006447,-0.0014767541701490071,0.001688253410308909,1.747090106918019e6,1.7465642735477947e6,-525.8333702243399,33331.45454141086,-0.03009766743811195,2.8065960463293687,6.280932059674603e7,6.4189590185714744e7,1.3802695889687166e6,3.241718321752391e6,2.1975553562033348,17.117788423354423,1.9111
270.0,4.126761421291855,4.127064602943175,0.0003031816513203722,0.002684099368845545,0.007346721081478542,0.06590568279918213,29380.520283373327,29380.084880969625,29445.23809734999,29452.440731659568,-0.4354024037020281,0.4932244175006447,-0.0014819424554180745,0.001688253410308909,1.7890940708625566e6,1.789190124341677e6,96.05347912036814,33331.45454141086,0.005368833348939495,2.8065960463293687,6.278100184349236e7,6.4051141196260706e7,1.2701393527683467e6,3.241718321752391e6,2.0231269260957236,17.117788423354423,0.084907
271.0,4.118203254877241,4.1188721407179,0.0006688858406587173,0.002684099368845545,0.01624217648477032,0.06590568279918213,29377.766493523282,29377.33057246555,29442.689697360274,29449.89252979205,-0.4359210577313206,0.4932244175006447,-0.0014838468330375801,0.001688253410308909,1.8167051203876443e6,1.816535550134687e6,-169.57025295728818,33331.45454141086,-0.00933394479127717,2.8065960463293687,6.300966987530769e7,6.427052326808664e7,1.2608533927789554e6,3.241718321752391e6,2.0010474507708227,17.117788423354423,0.28185
272.0,4.1106498986487425,4.111938359420535,0.0012884607717928986,0.002684099368845545,0.031344454126741444,0.06590568279918213,29387.23961769985,29386.807069823433,29451.620926435997,29458.80732527168,-0.4325478764185391,0.4932244175006447,-0.0014718901198124668,0.001688253410308909,1.5726808873320464e6,1.572050536889207e6,-630.3504428393207,33331.45454141086,-0.04008126810192692,2.8065960463293687,6.094976474097141e7,6.156347264765819e7,613707.9066867828,3.241718321752391e6,1.0069077531225294,17.117788423354423,0.47868
273.0,4.103012717086838,4.104710241072746,0.001697523985908056,0.002684099368845545,0.04137262306886798,0.06590568279918213,29388.772911821958,29388.341828413217,29453.015801229605,29460.178127204243,-0.4310834087409603,0.4932244175006447,-0.0014668302417197973,0.001688253410308909,1.5148293122616564e6,1.5134826334962915e6,-1346.6787653649226,33331.45454141086,-0.08889970338336778,2.8065960463293687,5.970335699104074e7,5.99483961345442e7,245039.14350346476,3.241718321752391e6,0.4104277478739362,17.117788423354423,0.67631
274.0,4.0736622606051,4.076875129885729,0.003212869280629249,0.002684099368845545,0.0788693091152827,0.06590568279918213,29387.380106202465,29386.949891294553,29451.637196086594,29458.75645644167,-0.4302149079121591,0.4932244175006447,-0.0014639444086455276,0.001688253410308909,1.520917706661765e6,1.518446155487741e6,-2471.551174023887,33331.45454141086,-0.16250393845756786,2.8065960463293687,5.9163461049275875e7,5.932746955856404e7,164008.509288162,3.241718321752391e6,0.2772124997074852,17.117788423354423,1.4829
275.0,4.094700262035111,4.096596944281768,0.0018966822466568445,0.002684099368845545,0.046320417253549406,0.06590568279918213,29379.86022826575,29379.4283388061,29444.522849986777,29451.611652605847,-0.43188945964720915,0.4932244175006447,-0.0014700187689514511,0.001688253410308909,1.6604410579256548e6,1.6573253722337948e6,-3115.685691860039,33331.45454141086,-0.1876420531152357,2.8065960463293687,6.006641426256806e7,6.064093580499675e7,574521.5424286947,3.241718321752391e6,0.9564771752768381,17.117788423354423,0.88383
276.0,4.0942822855598635,4.096085562987474,0.001803277427610439,0.002684099368845545,0.04404379820049105,0.06590568279918213,29374.28068089935,29373.84702672058,29439.241148213794,29446.32339228248,-0.4336541787670285,0.4932244175006447,-0.0014763056957136401,0.001688253410308909,1.7484607323068571e6,1.7454349500139845e6,-3025.7822928726673,33331.45454141086,-0.17305406046383195,2.8065960463293687,6.1114994248844504e7,6.2135802688146025e7,1.0208084393015206e6,3.241718321752391e6,1.6703076746519059,17.117788423354423,0.88383
277.0,4.102134790261431,4.103589259214785,0.0014544689533542154,0.002684099368845545,0.03545639106757682,0.06590568279918213,29374.534717412866,29374.100743779483,29439.43742381371,29446.535082787846,-0.4339736333822657,0.4932244175006447,-0.0014773804506425473,0.001688253410308909,1.7036963086326206e6,1.7013256497958696e6,-2370.658836751012,33331.45454141086,-0.13914797048857216,2.8065960463293687,6.117544490845992e7,6.2279535423630804e7,1.104090515170887e6,3.241718321752391e6,1.8047936011303174,17.117788423354423,0.6811
278.0,4.06604801770757,4.069487323183907,0.0034393054763368625,0.002684099368845545,0.08458595327351634,0.06590568279918213,29374.860806497923,29374.426718926286,29439.739245696903,29446.850329646906,-0.4340875716370647,0.4932244175006447,-0.0014777519270526773,0.001688253410308909,1.6628019701091473e6,1.6608551769958339e6,-1946.7931133133825,33331.45454141086,-0.11707907185036556,2.8065960463293687,6.094100143352406e7,6.1969566943112165e7,1.0285655095881075e6,3.241718321752391e6,1.6878053943863918,17.117788423354423,1.694
279.0,4.1097514034651645,4.110756333774539,0.00100493030937443,0.002684099368845545,0.024452338127486647,0.06590568279918213,29368.56482397262,29368.128398179055,29433.88096706824,29441.006373049153,-0.43642579356674105,0.4932244175006447,-0.001486030373573109,0.001688253410308909,1.7727427434153098e6,1.771127762565288e6,-1614.9808500218205,33331.45454141086,-0.09110068880668211,2.8065960463293687,6.1867484880046725e7,6.3143631377732396e7,1.2761464976856709e6,3.241718321752391e6,2.062709515604131,17.117788423354423,0.48492
280.0,4.093489724479183,4.09526397835311,0.0017742538739264901,0.002684099368845545,0.0433433083590366,0.06590568279918213,29366.065564847868,29365.627908209277,29431.59564179904,29438.735692535716,-0.4376566385908518,0.4932244175006447,-0.001490348230764495,0.001688253410308909,1.7924871544834168e6,1.7912353731470928e6,-1251.7813363240566,33331.45454141086,-0.06983488462905119,2.8065960463293687,6.2407689146209866e7,6.3813586406371355e7,1.4058972601614892e6,3.241718321752391e6,2.2527628877071986,17.117788423354423,0.88656
281.0,4.078811040866783,4.0814824453704714,0.0026714045036886347,0.002684099368845545,0.06549468648885823,0.06590568279918213,29369.27992161028,29368.843260329388,29434.600222999117,29441.75340804066,-0.4366612808917125,0.4932244175006447,-0.0014867960060893823,0.001688253410308909,1.6831457739903932e6,1.6822036261244887e6,-942.1478659044951,33331.45454141086,-0.05597541701161486,2.8065960463293687,6.176003010978302e7,6.2920855983791165e7,1.1608258740081415e6,3.241718321752391e6,1.8795746568528018,17.117788423354423,1.2937
282.0,4.071420602093684,4.074414740159367,0.0029941380656826055,0.002684099368845545,0.07354037713870443,0.06590568279918213,29364.25069478829,29363.812716353765,29429.840200414747,29437.00671801343,-0.4379784345255757,0.4932244175006447,-0.001491536218914349,0.001688253410308909,1.76170832033084e6,1.7609499054838445e6,-758.4148469956126,33331.45454141086,-0.04304996679888451,2.8065960463293687,6.2328345759487666e7,6.359838759492871e7,1.2700418354410455e6,3.241718321752391e6,2.037663313481601,17.117788423354423,1.5051
283.0,4.100303699197228,4.101624412348095,0.0013207131508670145,0.002684099368845545,0.03221012997465501,0.06590568279918213,29356.8423147363,29356.401831682666,29422.90033534172,29430.085178777837,-0.4404830536332156,0.4932244175006447,-0.0015004442538838914,0.001688253410308909,1.8894915888939626e6,1.8890719990539502e6,-419.5898400123697,33331.45454141086,-0.02220649419550906,2.8065960463293687,6.369412678290597e7,6.5329741071317054e7,1.6356142884110808e6,3.241718321752391e6,2.567920106646382,17.117788423354423,0.69559
284.0,4.024996919814771,4.031044548667506,0.00604762885273491,0.002684099368845545,0.15025176349733008,0.06590568279918213,29356.148370729872,29355.707148135218,29422.27833993287,29429.48949683292,-0.4412225946543913,0.4932244175006447,-0.0015029989257525384,0.001688253410308909,1.8629391277734328e6,1.8631444881210336e6,205.3603476008866,33331.45454141086,0.011023459894061666,2.8065960463293687,6.4059184242077075e7,6.5753576053709835e7,1.6943918116327599e6,3.241718321752391e6,2.645041193827448,17.117788423354423,3.1671
285.0,4.049155545585201,4.053112115851058,0.003956570265857273,0.002684099368845545,0.09771346695167409,0.06590568279918213,29342.464015926722,29342.01266320129,29410.128296506566,29417.465321109044,-0.45135272543120664,0.4932244175006447,-0.0015382236651503365,0.001688253410308909,2.154634144344311e6,2.1581103820362817e6,3476.237691970542,33331.45454141086,0.16133772413731126,2.8065960463293687,6.670540404393237e7,6.911586631760187e7,2.4104622736695036e6,3.241718321752391e6,3.6135936933714787,17.117788423354423,2.1829
286.0,4.052851382654922,4.056146312717657,0.0032949300627347355,0.002684099368845545,0.081299059640729,0.06590568279918213,29323.538151791025,29323.07465809218,29392.931078106674,29400.43166100697,-0.4634936988441041,0.4932244175006447,-0.001580619966270321,0.001688253410308909,2.5402478089935277e6,2.54783106878724e6,7583.259793712292,33331.45454141086,0.29852441036911503,2.8065960463293687,7.11076626068224e7,7.471480512950392e7,3.6071425226815194e6,3.241718321752391e6,5.072790175408513,17.117788423354423,1.9998
287.0,4.064319393024427,4.066907307895904,0.002587914871477359,0.002684099368845545,0.0636740034732257,0.06590568279918213,29319.2850303847,29318.817981493507,29388.786201099647,29396.429103400766,-0.46704889119428117,0.4932244175006447,-0.0015929750357495435,0.001688253410308909,2.553224785549543e6,2.564101008343749e6,10876.222794206347,33331.45454141086,0.4259798375670792,2.8065960463293687,7.335944037845793e7,7.741225470314321e7,4.0528143246852756e6,3.241718321752391e6,5.524598202735729,17.117788423354423,1.5964
288.0,4.032945027122779,4.0376888761637195,0.004743849040940162,0.002684099368845545,0.11762741641744029,0.06590568279918213,29317.466702121284,29316.997652807637,29386.96965515726,29394.753530167705,-0.46904931364770164,0.4932244175006447,-0.001599897148049846,0.001688253410308909,2.52037733929747e6,2.534003866937338e6,13626.527639867738,33331.45454141086,0.5406542674148147,2.8065960463293687,7.457306804841278e7,7.863223781995861e7,4.0591697715458274e6,3.241718321752391e6,5.443211440503718,17.117788423354423,2.6805
289.0,4.068639705152923,4.070934392688025,0.002294687535101758,0.002684099368845545,0.05639937918797631,0.06590568279918213,29308.937692417076,29308.46266270926,29379.247047290304,29387.207934648126,-0.47502970781715703,0.4932244175006447,-0.0016207674014062225,0.001688253410308909,2.6579021320720664e6,2.6748096048366204e6,16907.472764553968,33331.45454141086,0.6361209677563681,2.8065960463293687,7.667434786108676e7,8.094542061724222e7,4.271072756155461e6,3.241718321752391e6,5.5704063683638925,17.117788423354423,1.4233
290.0,4.024703769009123,4.029924379987245,0.005220610978121876,0.002684099368845545,0.1297141672468278,0.06590568279918213,29303.545455853604,29303.06681373997,29374.35161459561,29382.444376633368,-0.47864211363412323,0.4932244175006447,-0.0016333931822523234,0.001688253410308909,2.7152287767735333e6,2.7341620145305255e6,18933.237756992225,33331.45454141086,0.697298066334223,2.8065960463293687,7.835656217254764e7,8.272556531088631e7,4.36900313833867e6,3.241718321752391e6,5.5757973770183575,17.117788423354423,2.9549
291.0,4.065870309320969,4.068230184787156,0.002359875466186878,0.002684099368845545,0.0580410905083934,0.06590568279918213,29296.217262419952,29295.732691287973,29367.790067163063,29376.055578613144,-0.48457113197946455,0.4932244175006447,-0.0016540399316366812,0.001688253410308909,2.821676519788195e6,2.8437236954711378e6,22047.17568294285,33331.45454141086,0.7813502195708028,2.8065960463293687,8.029943864191386e7,8.486323346577166e7,4.563794823857799e6,3.241718321752391e6,5.6834703966107645,17.117788423354423,1.4636
292.0,4.057829362433655,4.060619402468055,0.0027900400343998655,0.002684099368845545,0.06875695809758146,0.06590568279918213,29289.674508922497,29289.18503447603,29361.89754181076,29370.31569650595,-0.489474446465465,0.4932244175006447,-0.001671150173814177,0.001688253410308909,2.90428044943566e6,2.9287882620002218e6,24507.81256456161,33331.45454141086,0.8438514458658357,2.8065960463293687,8.214227738336636e7,8.688213541182698e7,4.739858028460622e6,3.241718321752391e6,5.770302674150636,17.117788423354423,1.6914
293.0,4.026551863003121,4.031687751080352,0.005135888077231421,0.002684099368845545,0.12755052590831215,0.06590568279918213,29292.646171532168,29292.1601387955,29364.39957466173,29372.84411949597,-0.4860327366659476,0.4932244175006447,-0.001659231241246804,0.001688253410308909,2.7521692007723805e6,2.7756980692903013e6,23528.86851792084,33331.45454141086,0.8549208570213488,2.8065960463293687,8.207420986572687e7,8.642385604379529e7,4.349646178068414e6,3.241718321752391e6,5.299650383700825,17.117788423354423,2.8152
294.0,4.078079082887066,4.0797434025380195,0.001664319650953594,0.002684099368845545,0.04081136282858309,0.06590568279918213,29282.176452337346,29281.68392151112,29354.987416871423,29363.592609280942,-0.49253082622453803,0.4932244175006447,-0.0016820157716972693,0.001688253410308909,2.9383702603245443e6,2.9643574772502934e6,25987.21692574909,33331.45454141086,0.8844092004551799,2.8065960463293687,8.400130193680623e7,8.857140037247859e7,4.570098435672358e6,3.241718321752391e6,5.440509052003051,17.117788423354423,1.0654
295.0,4.041986695224487,4.045882271969258,0.0038955767447710343,0.002684099368845545,0.09637777257836021,0.06590568279918213,29279.619407619055,29279.125241090722,29352.781387640553,29361.457751066646,-0.4941665283331531,0.4932244175006447,-0.0016877491522467078,0.001688253410308909,2.929824485428418e6,2.956088919606766e6,26264.434178348165,33331.45454141086,0.8964507706511166,2.8065960463293687,8.489478850177556e7,8.942123100018659e7,4.52644249841103e6,3.241718321752391e6,5.331826108873997,17.117788423354423,2.1852
296.0,4.054418841074266,4.057628405326532,0.0032095642522653733,0.002684099368845545,0.07916212848436155,0.06590568279918213,29280.344683074894,29279.851790114117,29353.36017983598,29362.067424807345,-0.49289296077768086,0.4932244175006447,-0.0016833577818590056,0.001688253410308909,2.8393003148987745e6,2.8649849407655816e6,25684.625866807066,33331.45454141086,0.9046111019687173,2.8065960463293687,8.487326685077049e7,8.91066764824852e7,4.233409631714717e6,3.241718321752391e6,4.987918797986371,17.117788423354423,1.757
297.0,4.053601045973777,4.056793617817724,0.0031925718439467232,0.002684099368845545,0.07875890616117075,0.06590568279918213,29273.92017839848,29273.424842808352,29347.43915949776,29356.21784377889,-0.49533559012706974,0.4932244175006447,-0.0016920712603861743,0.001688253410308909,2.922267848547077e6,2.9482903502311674e6,26022.50168409059,33331.45454141086,0.8904899561834733,2.8065960463293687,8.590475365011331e7,9.017238597689348e7,4.26763232678017e6,3.241718321752391e6,4.967865159315943,17.117788423354423,1.7695
298.0,3.9545414768952534,3.96630920431563,0.011767727420376684,0.002684099368845545,0.29757501569096284,0.06590568279918213,29272.097846754812,29271.602842128483,29345.712269823536,29354.506769398824,-0.49500462632931885,0.4932244175006447,-0.0016910459541395542,0.001688253410308909,2.8935754676114265e6,2.9186936920869276e6,25118.224475501105,33331.45454141086,0.8680687528857012,2.8065960463293687,8.62964860934148e7,9.04476027427518e7,4.1511166493370086e6,3.241718321752391e6,4.81029626727035,17.117788423354423,6.4018
299.0,4.040964028837318,4.044115484886454,0.0031514560491361365,0.002684099368845545,0.07798772834023186,0.06590568279918213,29236.11972133267,29235.567690334454,29316.304006330578,29325.91474006391,-0.5520309982166509,0.4932244175006447,-0.0018881814805740153,0.001688253410308909,3.8220643857596004e6,3.8710200540119587e6,48955.66825235821,33331.45454141086,1.2808697947308054,2.8065960463293687,9.328303617362969e7,9.945441675024563e7,6.1713805766159445e6,3.241718321752391e6,6.615758694998974,17.117788423354423,2.1159
300.0,3.927088730893134,3.9404965777862095,0.013407846893075615,0.002684099368845545,0.3414195046727727,0.06590568279918213,29212.78420895388,29212.194582254007,29296.909204589938,29307.13217854349,-0.5896266998715873,0.4932244175006447,-0.002018385839754581,0.001688253410308909,4.333434625964043e6,4.3985005023149345e6,65065.87635089178,33331.45454141086,1.5014851259332618,2.8065960463293687,9.996491713762347e7,1.0802781409328672e8,8.062896955663249e6,3.241718321752391e6,8.065726643441234,17.117788423354423,7.9136
301.0,4.208909319899515,4.201302324595606,-0.007606995303909514,0.002684099368845545,-0.18073554751925913,0.06590568279918213,29183.88656517512,29183.197315890866,29274.41583387728,29286.27034569008,-0.6892492842525826,0.4932244175006447,-0.002361746036509948,0.001688253410308909,5.059387067048432e6,5.178225818308063e6,118838.75125963055,33331.45454141086,2.3488764485647318,2.8065960463293687,1.08164238893547e8,1.1855024407139853e8,1.0386005177851528e7,3.241718321752391e6,9.602069301364216,17.117788423354423,-2.9379
302.0,4.100742985499621,4.100002321757057,-0.000740663742563541,0.002684099368845545,-0.018061696262910293,0.06590568279918213,29198.073757699956,29197.331249505256,29291.38100575201,29304.52790023358,-0.7425081947003491,0.4932244175006447,-0.0025430040380815836,0.001688253410308909,4.763121477789778e6,4.916144367439735e6,153022.8896499565,33331.45454141086,3.2126598148608085,2.8065960463293687,1.0839057336815456e8,1.1848915124957845e8,1.009857788142389e7,3.241718321752391e6,9.316841462885812,17.117788423354423,0.26072
303.0,4.067884212034957,4.070554828152947,0.002670616117989688,0.002684099368845545,0.06565123240451609,0.06590568279918213,29253.25603639134,29252.59847744125,29339.04030338433,29351.30890113987,-0.6575589500898786,0.4932244175006447,-0.0022478145655713292,0.001688253410308909,3.2202958173684548e6,3.332143653716729e6,111847.83634827426,33331.45454141086,3.4732162102944173,2.8065960463293687,9.788923456734204e7,1.0403786832584421e8,6.14863375850217e6,3.241718321752391e6,6.281215483682499,17.117788423354423,1.1932
304.0,4.086138020021527,4.08790612410484,0.0017681040833137374,0.002684099368845545,0.04327078710142108,0.06590568279918213,29251.01508613919,29250.38945366803,29334.948677651082,29346.61795955457,-0.6256324711575871,0.4932244175006447,-0.0021388402054260598,0.001688253410308909,3.1324007325592088e6,3.22056907753718e6,88168.34497797117,33331.45454141086,2.81472111985929,2.8065960463293687,9.468298463720557e7,9.905036826219223e7,4.367383624986663e6,3.241718321752391e6,4.612638312703236,17.117788423354423,0.72206
305.0,4.033325762752079,4.038330586166426,0.005004823414346937,0.002684099368845545,0.12408676384552612,0.06590568279918213,29250.79195633199,29250.18676985182,29333.707832625958,29344.952296583455,-0.6051864801665943,0.4932244175006447,-0.0020689575894904553,0.001688253410308909,3.038691480173659e6,3.110791512589843e6,72100.03241618397,33331.45454141086,2.3727328979137923,2.8065960463293687,9.25720383384988e7,9.580421385079877e7,3.23217551229997e6,3.241718321752391e6,3.491524622674074,17.117788423354423,2.3667
306.0,4.046025072923606,4.050014598703464,0.003989525779857672,0.002684099368845545,0.09860358519664071,0.06590568279918213,29243.636005100565,29243.03934236802,29326.6629237566,29337.668053343587,-0.5966627325433365,0.4932244175006447,-0.00204031650660427,0.001688253410308909,3.1290563229312166e6,3.191695771640881e6,62639.4487096644,33331.45454141086,2.0018638926571137,2.8065960463293687,9.238353843413961e7,9.542770188027166e7,3.044163446132049e6,3.241718321752391e6,3.2951362306849057,17.117788423354423,1.9156
307.0,4.07650499695406,4.0784703242342575,0.001965327280197826,0.002684099368845545,0.04821108478135822,0.06590568279918213,29231.753075121283,29231.15904278161,29315.35890781313,29326.2278734906,-0.5940323396716849,0.4932244175006447,-0.002032147501195394,0.001688253410308909,3.3227837543480694e6,3.3794844193909685e6,56700.66504289908,33331.45454141086,1.7064205568208504,2.8065960463293687,9.390626019303283e7,9.745118523036917e7,3.5449250373363346e6,3.241718321752391e6,3.774961360456076,17.117788423354423,0.97617
308.0,4.1412719156422515,4.140209985983939,-0.0010619296583120885,0.002684099368845545,-0.025642596766008267,0.06590568279918213,29234.430024867874,29233.842242136285,29317.462246250543,29328.181347932757,-0.587782731588959,0.4932244175006447,-0.002010583859815189,0.001688253410308909,3.1719561991858357e6,3.223796679268056e6,51840.4800822204,33331.45454141086,1.6343378289878843,2.8065960463293687,9.329570694885457e7,9.67629845610781e7,3.467277612223536e6,3.241718321752391e6,3.7164385432272082,17.117788423354423,-0.62823
309.0,4.1065896054085025,4.107681563213284,0.0010919578047818845,0.002684099368845545,0.026590380576226636,0.06590568279918213,29251.88060319534,29251.302393549213,29333.924215021994,29344.485284791077,-0.5782096461261972,0.4932244175006447,-0.0019766580274604164,0.001688253410308909,2.7253799007410626e6,2.7723160665208944e6,46936.16577983182,33331.45454141086,1.722188006415888,2.8065960463293687,8.920998355675094e7,9.152763004834262e7,2.317646491591677e6,3.241718321752391e6,2.597967625582294,17.117788423354423,0.24381
310.0,4.098801573270348,4.100611483935185,0.0018099106648366003,0.002684099368845545,0.044157069633222336,0.06590568279918213,29265.523684056116,29264.954241033436,29346.859190974264,29357.231804025298,-0.5694430226794793,0.4932244175006447,-0.0019457810795632964,0.001688253410308909,2.389474224096909e6,2.430751835386206e6,41277.611289296765,33331.45454141086,1.727476734129553,2.8065960463293687,8.46219812478622e7,8.562285709403369e7,1.0008758461714834e6,3.241718321752391e6,1.1827610644566047,17.117788423354423,0.46769
311.0,4.073303975169896,4.0764119784347645,0.0031080032648684863,0.002684099368845545,0.0763017757529096,0.06590568279918213,29266.434897487517,29265.871332223367,29347.41867427681,29357.575750718504,-0.5635652641503839,0.4932244175006447,-0.0019256368810359103,0.001688253410308909,2.3309593304171166e6,2.3662947377583347e6,35335.40734121809,33331.45454141086,1.5159169394386192,2.8065960463293687,8.21361482723172e7,8.253682257422307e7,400674.30190587044,3.241718321752391e6,0.487817252615085,17.117788423354423,1.156
312.0,4.09086853878079,4.092953048145408,0.0020845093646180146,0.002684099368845545,0.050955178462891035,0.06590568279918213,29262.5281920398,29261.968116237582,29343.503867946878,29353.452670447692,-0.5600758022192167,0.4932244175006447,-0.001913969287081533,0.001688253410308909,2.3776444869263894e6,2.4075381387951113e6,29893.651868721936,33331.45454141086,1.2572801372574347,2.8065960463293687,8.119932526115306e7,8.160803847027653e7,408713.20912347734,3.241718321752391e6,0.5033455731423567,17.117788423354423,0.69207
