Time (s),Voltage (P2D) (V),Voltage (sP2D) (V),Voltage Error (V),average Voltage Error (V),Voltage Error Percentage (%),average Voltage Error Percentage (%),Average Concentration (P2D) (mol/m³),Average Concentration (sP2D) (mol/m³),First Position Concentration (P2D) (mol/m³),First Position Concentration (sP2D) (mol/m³),Concentration Error (mol/m³),average Concentration Error (mol/m³),Concentration Error Percentage (%),average Concentration Error Percentage (%),Negative Stress (P2D) (Pa),Negative Stress (sP2D) (Pa),Negative Stress Error (Pa),average Negative Stress Error (Pa),Negative Stress Error Percentage (%),average Negative Stress Error Percentage (%),Positive Stress (P2D) (Pa),Positive Stress (sP2D) (Pa),Positive Stress Error (Pa),average Positive Stress Error (Pa),Positive Stress Error Percentage (%),average Positive Stress Error Percentage (%),Current (A)
141.99999999999983,3.991935533518759,4.000133433944258,0.00819790042549906,0.002684099368845545,0.2053615434584156,0.06590568279918213,29581.620321322353,29581.233250808924,29627.052805247622,29633.614262246214,-0.3870705134286254,0.4932244175006447,-0.0013084831365698585,0.001688253410308909,3.3918879693824924e6,3.4903161667023473e6,98428.19731985498,33331.45454141086,2.9018705278103347,2.8065960463293687,4.742569502523963e7,5.716089666302298e7,9.735201637783349e6,3.241718321752391e6,20.527272468231285,17.117788423354423,5.823699999999937
142.99999999999986,3.9840623126192525,3.992397482773942,0.008335170154689653,0.002684099368845545,0.20921284610154203,0.06590568279918213,29551.67311764504,29551.211770826507,29601.33206972109,29609.723994097745,-0.4613468185343663,0.4932244175006447,-0.001561152956374914,0.001688253410308909,4.010268795241449e6,4.158629422971645e6,148360.62773019588,33331.45454141086,3.69951829429088,2.8065960463293687,5.8197249182905585e7,6.953050943542619e7,1.1333260252520606e7,3.241718321752391e6,19.47387619112683,17.117788423354423,6.015099999999974
143.99999999999986,4.021280887687727,4.025351978300183,0.004071090612455919,0.002684099368845545,0.10123865320924728,0.06590568279918213,29521.889798796168,29521.346540635535,29576.11703066898,29586.5815139767,-0.5432581606328313,0.4932244175006447,-0.0018401876178502099,0.001688253410308909,4.629013181191562e6,4.831747367726881e6,202734.1865353193,33331.45454141086,4.3796415909779975,2.8065960463293687,6.870891056673089e7,8.128101018328346e7,1.2572099616552576e7,3.241718321752391e6,18.2976261926645,17.117788423354423,3.7866000000003166
144.99999999999986,4.041831314065559,4.044261532762406,0.0024302186968476747,0.002684099368845545,0.06012667298584487,0.06590568279918213,29511.00772228285,29510.441720538456,29565.977396766324,29577.514992836124,-0.5660017443951801,0.4932244175006447,-0.001917934316989825,0.001688253410308909,4.690270055077488e6,4.910304935835158e6,220034.88075767085,33331.45454141086,4.691305152450026,2.8065960463293687,7.54384094589685e7,8.797623238789442e7,1.2537822928925917e7,3.241718321752391e6,16.61994601801,17.117788423354423,2.765500000000145
145.99999999999986,4.050366513522117,4.0527699730216655,0.002403459499548788,0.002684099368845545,0.059339308961913875,0.06590568279918213,29518.857125534556,29518.325873669506,29571.12092510826,29582.608201035426,-0.5312518650498532,0.4932244175006447,-0.0017997033651763806,0.001688253410308909,4.246777162888379e6,4.447323393505111e6,200546.2306167325,33331.45454141086,4.722315839155877,2.8065960463293687,7.719646962234062e7,8.822187670622166e7,1.1025407083881035e7,3.241718321752391e6,14.282268525775029,17.117788423354423,2.394400000000053
146.9999999999999,4.035809898255486,4.039804400248032,0.003994501992545807,0.002684099368845545,0.09897646552362302,0.06590568279918213,29525.574715512324,29525.074471772743,29575.915857502685,29587.22936489221,-0.5002437395814923,0.4932244175006447,-0.0016942726582005233,0.001688253410308909,3.9001833677776735e6,4.0811751122828256e6,180991.7445051521,33331.45454141086,4.640595773020828,2.8065960463293687,7.722298088810956e7,8.6442057612216e7,9.219076724106431e6,3.241718321752391e6,11.938255449455127,17.117788423354423,2.947999999999937
147.9999999999999,4.063727911431454,4.065958960628168,0.002231049196714352,0.002684099368845545,0.0549015398013806,0.06590568279918213,29523.729415365415,29523.246796570136,29573.57008084827,29584.88178519444,-0.48261879527854035,0.4932244175006447,-0.0016346810001156723,0.001688253410308909,3.8063443472977416e6,3.9751401117751333e6,168795.76447739173,33331.45454141086,4.434589965493422,2.8065960463293687,7.789580030989592e7,8.58684270830172e7,7.972626773121282e6,3.241718321752391e6,10.234989231002785,17.117788423354423,1.89240000000012
148.9999999999999,4.043647367787407,4.047485651375937,0.0038382835885304445,0.002684099368845545,0.09492132323671604,0.06590568279918213,29523.753243847666,29523.28605755656,29573.069288187824,29584.27993288008,-0.46718629110546317,0.4932244175006447,-0.0015824081960271032,0.001688253410308909,3.6807450305216936e6,3.8373618627112545e6,156616.83218956087,33331.45454141086,4.255030731301773,2.8065960463293687,7.808769397820346e7,8.506996038801508e7,6.982266409811616e6,3.241718321752391e6,8.941570757308531,17.117788423354423,2.599899999999919
149.9999999999999,4.065508362544973,4.068051695763011,0.002543333218038235,0.002684099368845545,0.06255879932432683,0.06590568279918213,29523.706680865864,29523.252922522755,29572.550746551162,29583.617848688984,-0.4537583431083476,0.4932244175006447,-0.0015369287739280572,0.001688253410308909,3.56644530437688e6,3.711572885339913e6,145127.5809630328,33331.45454141086,4.069250151822785,2.8065960463293687,7.800839080196038e7,8.422895024616987e7,6.220559444209486e6,3.241718321752391e6,7.974218388893059,17.117788423354423,1.8149000000000892
150.9999999999999,4.081080904381131,4.082825621274096,0.0017447168929649592,0.002684099368845545,0.04275134293691573,0.06590568279918213,29522.102932478218,29521.65852269845,29570.74777210874,29581.719246243687,-0.44440977976773866,0.4932244175006447,-0.0015053459463378169,0.001688253410308909,3.500801840378589e6,3.6370752455744194e6,136273.4051958304,33331.45454141086,3.8926340709731035,2.8065960463293687,7.803508659732373e7,8.373595083611257e7,5.700864238788843e6,3.241718321752391e6,7.305514080104011,17.117788423354423,1.3287000000000553
151.99999999999991,4.080942402979919,4.083018602170836,0.0020761991909168387,0.002684099368845545,0.05087548379513493,0.06590568279918213,29528.420430296475,29527.990111437313,29576.141796081636,29586.820426887578,-0.430318859162071,0.4932244175006447,-0.0014573040240261524,0.001688253410308909,3.2532718538687816e6,3.3771184972900227e6,123846.64342124108,33331.45454141086,3.8068335197368466,2.8065960463293687,7.645172333657211e7,8.130213111734526e7,4.850407780773148e6,3.241718321752391e6,6.344406076262856,17.117788423354423,1.3424999999999987
152.99999999999991,4.058850179141226,4.06252482234302,0.0036746432017942254,0.002684099368845545,0.09053409314486471,0.06590568279918213,29533.378092342686,29532.95936372599,29580.41089062778,29590.8277479222,-0.41872861669617123,0.4932244175006447,-0.0014178148377978399,0.001688253410308909,3.0562854548213123e6,3.1694549237326914e6,113169.46891137911,33331.45454141086,3.7028435525501537,2.8065960463293687,7.456527022703294e7,7.85876513984628e7,4.0223811714298576e6,3.241718321752391e6,5.3944432296465825,17.117788423354423,2.056999999999939
153.99999999999991,4.106198599799035,4.107224870216749,0.0010262704177135262,0.002684099368845545,0.024993199738652525,0.06590568279918213,29530.13901905832,29529.726296312347,29577.247280110874,29587.518354979777,-0.41272274597213254,0.4932244175006447,-0.0013976322485504296,0.001688253410308909,3.0600186777543593e6,3.1657229718204774e6,105704.29406611808,33331.45454141086,3.4543676100595166,2.8065960463293687,7.408212339392544e7,7.781338098405103e7,3.7312575901255906e6,3.241718321752391e6,5.036650434930088,17.117788423354423,0.6787900000001176
154.99999999999991,4.106481627431635,4.10765048925698,0.0011688618253451466,0.002684099368845545,0.028463826978721966,0.06590568279918213,29532.77481837671,29532.369069234122,29579.620009247345,29589.695408000684,-0.40574914258831996,0.4932244175006447,-0.0013738944108152118,0.001688253410308909,2.9316716315139e6,3.0296415049635805e6,97969.8734496804,33331.45454141086,3.3417751291296307,2.8065960463293687,7.284032248050041e7,7.616386838271165e7,3.323545902211234e6,3.241718321752391e6,4.562783069914274,17.117788423354423,0.67879
155.99999999999994,4.0589240229325565,4.063110875275097,0.004186852342540348,0.002684099368845545,0.10315177911399691,0.06590568279918213,29542.964568666703,29542.568580799747,29588.983086809018,29598.780120176485,-0.3959878669556929,0.4932244175006447,-0.0013403795886336944,0.001688253410308909,2.638495846917937e6,2.7276265670464e6,89130.72012846312,33331.45454141086,3.3780883237916752,2.8065960463293687,6.990905838801885e7,7.237977775522378e7,2.4707193672049344e6,3.241718321752391e6,3.534190595861854,17.117788423354423,2.0955999999999197
156.99999999999994,4.017709571191232,4.024957529629834,0.00724795843860182,0.002684099368845545,0.18040025816133928,0.06590568279918213,29537.863489203188,29537.470421637703,29584.19455585537,29593.847053060006,-0.3930675654846709,0.4932244175006447,-0.0013307244297758596,0.001688253410308909,2.705915247125089e6,2.78922744810087e6,83312.20097578084,33331.45454141086,3.0788917378065053,2.8065960463293687,6.941583991189334e7,7.18134736443731e7,2.397633732479766e6,3.241718321752391e6,3.4540153018719986,17.117788423354423,3.7767999999999047
157.99999999999994,4.064817014557412,4.067948845965036,0.003131831407624297,0.002684099368845545,0.07704729133951677,0.06590568279918213,29513.739404380776,29513.333063560713,29562.629167684907,29572.395387252003,-0.40634082006363315,0.4932244175006447,-0.0013767852812419943,0.001688253410308909,3.2315637217400116e6,3.315767341087313e6,84203.61934730131,33331.45454141086,2.6056617352407487,2.8065960463293687,7.339423758301535e7,7.713445445692131e7,3.7402168739059567e6,3.241718321752391e6,5.096063392818055,17.117788423354423,1.8459000000001098
158.99999999999994,4.0323035529961535,4.0375059212260345,0.00520236822988096,0.002684099368845545,0.12901727663869464,0.06590568279918213,29501.958966738966,29501.54440793737,29552.081571657003,29561.920414495602,-0.4145588015962858,0.4932244175006447,-0.0014051907605988699,0.001688253410308909,3.428541991115936e6,3.5133972494896874e6,84855.2583737513,33331.45454141086,2.4749662857747956,2.8065960463293687,7.654480355004928e7,8.131918184932987e7,4.774378299280599e6,3.241718321752391e6,6.237364364203827,17.117788423354423,3.005099999999934
159.99999999999994,4.0786370497202915,4.080743678978988,0.002106629258696202,0.002684099368845545,0.05165032418956408,0.06590568279918213,29497.732635326753,29497.314263036413,29547.981217761644,29557.897363513133,-0.418372290339903,0.4932244175006447,-0.0014183201655264058,0.001688253410308909,3.424839590577177e6,3.5107367440002584e6,85897.15342308162,33331.45454141086,2.5080635501707005,2.8065960463293687,7.825167334128277e7,8.340149436177336e7,5.149821020490587e6,3.241718321752391e6,6.581100186868115,17.117788423354423,1.350900000000094
160.99999999999997,4.028689346785322,4.03423965678355,0.005550309998227476,0.002684099368845545,0.13776961985555738,0.06590568279918213,29495.56048734502,29495.14065963199,29545.932874436312,29555.891786703396,-0.419827713030827,0.4932244175006447,-0.001423358994011837,0.001688253410308909,3.3865278303352282e6,3.471824897890162e6,85297.06755493395,33331.45454141086,2.518717454227757,2.8065960463293687,7.913871291192465e7,8.423774315983823e7,5.099030247913584e6,3.241718321752391e6,6.443155391708753,17.117788423354423,3.1005999999999503
161.99999999999997,4.0757512577421755,4.078104207858412,0.002352950116236485,0.002684099368845545,0.05773046408970349,0.06590568279918213,29491.04281389747,29490.621192458144,29541.828056518785,29551.829414351258,-0.42162143932728213,0.4932244175006447,-0.0014296593104147395,0.001688253410308909,3.4111888672651914e6,3.495370086901915e6,84181.2196367234,33331.45454141086,2.467797091053857,2.8065960463293687,8.016719510429199e7,8.518930807166134e7,5.022112967369348e6,3.241718321752391e6,6.264548685825823,17.117788423354423,1.4034000000000482
162.99999999999997,4.074813602070774,4.077209274559635,0.002395672488860967,0.002684099368845545,0.058792198191434164,0.06590568279918213,29486.127040977022,29485.703611169265,29537.352900987025,29547.389776923163,-0.42342980775720207,0.4932244175006447,-0.0014360306023533016,0.001688253410308909,3.4446481271524304e6,3.527573247908303e6,82925.12075587269,33331.45454141086,2.407361149669124,2.8065960463293687,8.125410872962454e7,8.622961364530014e7,4.975504915675595e6,3.241718321752391e6,6.1233887042336965,17.117788423354423,1.4140999999999997
163.99999999999997,4.074730255537829,4.077446454366466,0.002716198828637495,0.002684099368845545,0.06665959850829391,0.06590568279918213,29493.340882174158,29492.926399971264,29543.62913432219,29553.510434033735,-0.4144822028938506,0.4932244175006447,-0.0014053416483053116,0.001688253410308909,3.1825054963447023e6,3.259341414004104e6,76835.9176594019,33331.45454141086,2.414321601255757,2.8065960463293687,7.993453255240402e7,8.418405183270825e7,4.249519280304238e6,3.241718321752391e6,5.316249616545027,17.117788423354423,1.4247999999999998
165.0,4.1519479343088035,4.151001978515779,-0.0009459557930249218,0.002684099368845545,-0.022783421372127587,0.06590568279918213,29494.932864323935,29494.523278401695,29544.929302040426,29554.706652250876,-0.40958592223978485,0.4932244175006447,-0.0013886653823688001,0.001688253410308909,3.073966247571709e6,3.1462356320317686e6,72269.38446005946,33331.45454141086,2.351014248030502,2.8065960463293687,7.891117077902423e7,8.257587808784409e7,3.66470730881986e6,3.241718321752391e6,4.644091923413705,17.117788423354423,-0.50076
166.0,4.183550731567661,4.181395731517367,-0.0021550000502941202,0.002684099368845545,-0.051511268502930245,0.06590568279918213,29508.614204009456,29508.21277549783,29558.045190715824,29567.65248646084,-0.4014285116281826,0.4932244175006447,-0.0013603773760871457,0.001688253410308909,2.7222074637248097e6,2.788532712580363e6,66325.2488555531,33331.45454141086,2.436450922252632,2.8065960463293687,7.541647504233593e7,7.787375140097998e7,2.4572763586440533e6,3.241718321752391e6,3.2582752737576666,17.117788423354423,-1.2951
167.0,4.1172252368832645,4.118977798359031,0.0017525614757669672,0.002684099368845545,0.04256656789303212,0.06590568279918213,29534.554756514033,29534.164561925947,29583.221019420205,29592.616218701438,-0.39019458808616037,0.4932244175006447,-0.0013211459976389197,0.001688253410308909,2.1412311583575686e6,2.20069014204239e6,59458.98368482152,33331.45454141086,2.7768596329613255,2.8065960463293687,6.861146057659408e7,6.902586596243382e7,414405.3858397305,3.241718321752391e6,0.6039885791049602,17.117788423354423,0.40453
168.0,4.127183908537603,4.12865618969617,0.0014722811585672346,0.002684099368845545,0.03567277812654858,0.06590568279918213,29543.070403969396,29542.68763075069,29591.380633388202,29600.53605897156,-0.3827732187055517,0.4932244175006447,-0.0012956446756262764,0.001688253410308909,1.9455514082031094e6,1.9980489997140034e6,52497.59151089401,33331.45454141086,2.6983399816394584,2.8065960463293687,6.399467961730408e7,6.323888910153352e7,-755790.515770562,3.241718321752391e6,-1.1810208603125771,17.117788423354423,0.21185
169.0,4.14194563623289,4.142630852006581,0.0006852157736911835,0.002684099368845545,0.016543330933584847,0.06590568279918213,29540.320547116433,29539.941829697287,29588.442880235532,29597.33775704252,-0.378717419145687,0.4932244175006447,-0.001282035577581623,0.001688253410308909,1.9780422869971674e6,2.0241049489642694e6,46062.66196710197,33331.45454141086,2.328699556622165,2.8065960463293687,6.209462805193483e7,6.126571935251666e7,-828908.6994181722,3.241718321752391e6,-1.3349120937239336,17.117788423354423,-0.11201
170.0,4.091875931972531,4.095003006606352,0.003127074633821003,0.002684099368845545,0.07642154077515162,0.06590568279918213,29545.061757838932,29544.686951739397,29592.95466999446,29601.625595415742,-0.37480609953490784,0.4932244175006447,-0.0012685913558311106,0.001688253410308909,1.8530891406152141e6,1.8940313866208505e6,40942.24600563641,33331.45454141086,2.209405101367322,2.8065960463293687,5.966185408086362e7,5.8764262406798124e7,-897591.674065493,3.241718321752391e6,-1.504464934745287,17.117788423354423,1.1354
171.0,4.165105447008216,4.1646527397177815,-0.0004527072904343399,0.002684099368845545,-0.010869047523383071,0.06590568279918213,29542.134072368346,29541.760668911644,29590.10454611027,29598.579422127637,-0.37340345670236275,0.4932244175006447,-0.0012639691357017376,0.001688253410308909,1.8948345925012617e6,1.931457714671708e6,36623.12217044621,33331.45454141086,1.932787290003089,2.8065960463293687,5.874583577434473e7,5.821789991089325e7,-527935.8634514809,3.241718321752391e6,-0.8986779343465211,17.117788423354423,-0.62707
172.0,4.080647027784052,4.0843171716793725,0.003670143895320166,0.002684099368845545,0.08994024404294519,0.06590568279918213,29545.40208057258,29545.030843344157,29593.34636353514,29601.641604686152,-0.37123722842443385,0.4932244175006447,-0.0012564974658731717,0.001688253410308909,1.8039094224834114e6,1.8367078999640713e6,32798.47748065996,33331.45454141086,1.8181887112439856,2.8065960463293687,5.715437390273636e7,5.671464357475993e7,-439730.327976428,3.241718321752391e6,-0.769373011984609,17.117788423354423,1.4858
173.0,4.138987132343078,4.139744036801413,0.0007569044583348727,0.002684099368845545,0.018287190419613353,0.06590568279918213,29545.02719423566,29544.65656675758,29593.114976086625,29601.25291704313,-0.3706274780779495,0.4932244175006447,-0.0012544496088677157,0.001688253410308909,1.7947372107982305e6,1.824381298168451e6,29644.08737022057,33331.45454141086,1.6517230038951507,2.8065960463293687,5.618092382239375e7,5.591358606383931e7,-267337.7585544437,3.241718321752391e6,-0.47585148190084176,17.117788423354423,0.011324
174.0,4.115605978662499,4.117302748368636,0.001696769706136969,0.002684099368845545,0.041227700487702905,0.06590568279918213,29540.96317405937,29540.592580758046,29589.138628130204,29597.14784268775,-0.3705933013225149,0.4932244175006447,-0.0012545064937081732,0.001688253410308909,1.8540829542669477e6,1.881305024030727e6,27222.069763779407,33331.45454141086,1.46822285923783,2.8065960463293687,5.616457440319119e7,5.6271594804533064e7,107020.40134187788,3.241718321752391e6,0.19054787199775725,17.117788423354423,0.55864
175.0,4.131821434586241,4.132884521449348,0.0010630868631071877,0.002684099368845545,0.025729254759375746,0.06590568279918213,29545.65445323795,29545.285927504967,29593.522973883424,29601.435421363003,-0.36852573298165225,0.4932244175006447,-0.0012473094260440896,0.001688253410308909,1.720236054113927e6,1.7458337979332646e6,25597.74381933757,33331.45454141086,1.4880367004354331,2.8065960463293687,5.480013334528888e7,5.480434106731242e7,4207.722023539245,3.241718321752391e6,0.00767830617678776,17.117788423354423,0.18866
176.0,4.09528724544041,4.098100030636417,0.002812785196006473,0.002684099368845545,0.06868346534515149,0.06590568279918213,29546.636464340645,29546.269175447895,29594.375017220707,29602.192655886567,-0.36728889275036636,0.4932244175006447,-0.0012430819094878748,0.001688253410308909,1.673533160551401e6,1.6973915059878533e6,23858.34543645219,33331.45454141086,1.4256272895477773,2.8065960463293687,5.3806205801891476e7,5.3750071031776845e7,-56134.77011463046,3.241718321752391e6,-0.10432768725844098,17.117788423354423,1.1018
177.0,4.095114108388246,4.097853094810611,0.0027389864223650306,0.002684099368845545,0.06688425157078322,0.06590568279918213,29543.74643333668,29543.379510613242,29591.570113894504,29599.281709139097,-0.36692272343861987,0.4932244175006447,-0.0012419640964173395,0.001688253410308909,1.7118430182869947e6,1.7335878789103322e6,21744.86062333756,33331.45454141086,1.2702602044139062,2.8065960463293687,5.365646655317632e7,5.377205607118567e7,115589.5180093497,3.241718321752391e6,0.2154251396610221,17.117788423354423,1.1079
178.0,4.1238369473863346,4.124971434556697,0.0011344871703622417,0.002684099368845545,0.027510475919307952,0.06590568279918213,29536.013880781677,29535.64583188271,29584.108970858073,29591.72751652357,-0.3680488989666628,0.4932244175006447,-0.0012461021329832958,0.001688253410308909,1.8486501142667811e6,1.8686521943686793e6,20002.080101898173,33331.45454141086,1.0819830073594794,2.8065960463293687,5.475855330173987e7,5.540373927070342e7,645185.9689635485,3.241718321752391e6,1.1782377912877562,17.117788423354423,0.37419
179.0,4.1318695094513265,4.1326734386534385,0.0008039292021120303,0.002684099368845545,0.019456790691794734,0.06590568279918213,29536.81445992722,29536.4469401859,29584.838046424487,29592.401461152735,-0.3675197413213027,0.4932244175006447,-0.0012442768390610267,0.001688253410308909,1.7953010798909776e6,1.814496331979287e6,19195.2520883095,33331.45454141086,1.0691940367726598,2.8065960463293687,5.465855032587153e7,5.54169997121787e7,758449.3863071725,3.241718321752391e6,1.3876134324553713,17.117788423354423,0.18726
180.0,4.117057590718656,4.1186901850588615,0.001632594340205351,0.002684099368845545,0.03965439647688709,0.06590568279918213,29542.724039660246,29542.358352334788,29590.491436587272,29598.014076766092,-0.3656873254585662,0.4932244175006447,-0.0012378253439582674,0.001688253410308909,1.6381492851693372e6,1.6567284115665513e6,18579.12639721413,33331.45454141086,1.1341534355517293,2.8065960463293687,5.325254390393412e7,5.365858900003339e7,406045.09609927237,3.241718321752391e6,0.7624895757689335,17.117788423354423,0.5484
181.0,4.117520349140793,4.119166435700074,0.0016460865592815566,0.002684099368845545,0.03997761807358274,0.06590568279918213,29544.194399736876,29543.83009056512,29591.872345802156,29599.333574155793,-0.3643091717567586,0.4932244175006447,-0.0012330990204965722,0.001688253410308909,1.58351293966054e6,1.6007921245363355e6,17279.184875795385,33331.45454141086,1.0911931594003614,2.8065960463293687,5.225359424080486e7,5.24121162459282e7,158522.0051233396,3.241718321752391e6,0.30337052871962955,17.117788423354423,0.54637
182.0,4.1775729174031415,4.176393979785283,-0.0011789376178583666,0.002684099368845545,-0.028220635310686967,0.06590568279918213,29542.814153761476,29542.4507884208,29590.49071971075,29597.879545882326,-0.36336534067595494,0.4932244175006447,-0.001229961840414889,0.001688253410308909,1.589317141155485e6,1.605034112922416e6,15716.971766931005,33331.45454141086,0.9889135000144942,2.8065960463293687,5.186867547678409e7,5.2011822288360015e7,143146.81157592684,3.241718321752391e6,0.27597930785797287,17.117788423354423,-0.86914
183.0,4.152986487998704,4.153210372886,0.00022388488729596645,0.002684099368845545,0.005390937050793417,0.06590568279918213,29552.350989615326,29551.99032479059,29599.85429277311,29607.1604125074,-0.36066482473688666,0.4932244175006447,-0.0012204268447665095,0.001688253410308909,1.3710261037183886e6,1.3849782236621378e6,13952.11994374916,33331.45454141086,1.0176407222232546,2.8065960463293687,4.953563947429057e7,4.912638904223792e7,-409250.43205264956,3.241718321752391e6,-0.8261737133020239,17.117788423354423,-0.24991
184.0,4.087529393960235,4.091109741058789,0.0035803470985538155,0.002684099368845545,0.0875919596772604,0.06590568279918213,29563.026976094756,29562.66942067251,29610.312777937015,29617.530201355527,-0.35755542224433157,0.4932244175006447,-0.0012094682406285997,0.001688253410308909,1.1400303201602004e6,1.152091832393593e6,12061.512233392568,33331.45454141086,1.0579992496776445,2.8065960463293687,4.636370012638015e7,4.51928273447741e7,-1.1708727816060558e6,3.241718321752391e6,-2.5254084087647035,17.117788423354423,1.3988
185.0,4.230013589357439,4.225905235644563,-0.004108353712875434,0.002684099368845545,-0.09712388922843898,0.06590568279918213,29553.81984025169,29553.461912861574,29601.442098570722,29608.545681184274,-0.35792739011594676,0.4932244175006447,-0.0012111036476863714,0.001688253410308909,1.332225003296198e6,1.3417831315212224e6,9558.128225024324,33331.45454141086,0.7174560004035019,2.8065960463293687,4.671833048529157e7,4.593268575384122e7,-785644.7314503491,3.241718321752391e6,-1.681662686336138,17.117788423354423,-2.4102
186.0,4.001081059691734,4.011249569812662,0.010168510120927898,0.002684099368845545,0.25414406679657064,0.06590568279918213,29565.92287184921,29565.57062844661,29613.233762957305,29620.14272993239,-0.3522434025981056,0.4932244175006447,-0.0011913830801929385,0.001688253410308909,1.06286780233687e6,1.0678835496860333e6,5015.7473491632845,33331.45454141086,0.4719069801658713,2.8065960463293687,4.397840771001775e7,4.271028549079686e7,-1.2681222192208916e6,3.241718321752391e6,-2.883510989262189,17.117788423354423,5.0098
187.0,4.054523095728879,4.05958567327501,0.005062577546131486,0.002684099368845545,0.12486246659846416,0.06590568279918213,29546.617957549075,29546.245939980457,29597.69180158871,29604.56450052423,-0.3720175686175935,0.4932244175006447,-0.0012590868069979702,0.001688253410308909,1.5966127684431542e6,1.602369686297217e6,5756.917854062747,33331.45454141086,0.3605707011648339,2.8065960463293687,4.654016410718092e7,4.646560782192242e7,-74556.28525850177,3.241718321752391e6,-0.16019772746567967,17.117788423354423,2.5027
188.0,4.035883282270533,4.041177957510545,0.005294675240011593,0.002684099368845545,0.13118999905846832,0.06590568279918213,29503.002189646566,29502.605959033324,29557.747099410997,29564.702221556847,-0.39623061324164155,0.4932244175006447,-0.0013430179433762508,0.001688253410308909,2.567607241534623e6,2.5773640940705724e6,9756.852535949554,33331.45454141086,0.37999785863347313,2.8065960463293687,5.551956541354983e7,5.848547633384759e7,2.965910920297757e6,3.241718321752391e6,5.342100389665354,17.117788423354423,3.1156
189.0,4.0457510833544585,4.050106571193154,0.004355487838695105,0.002684099368845545,0.10765585299142609,0.06590568279918213,29491.587886482714,29491.182831453814,29546.220887937583,29553.410758172544,-0.40505502889936906,0.4932244175006447,-0.001373459545340465,0.001688253410308909,2.6950720137730944e6,2.7127267733520498e6,17654.75957895536,33331.45454141086,0.6550756153724716,2.8065960463293687,6.0616250576978005e7,6.504834222170286e7,4.432091644724853e6,3.241718321752391e6,7.311721860949541,17.117788423354423,2.6317
190.0,4.095626530292566,4.096692169816001,0.0010656395234356353,0.002684099368845545,0.02601896231391764,0.06590568279918213,29478.655674437236,29478.23677066389,29534.026748273445,29541.594642418004,-0.4189037733449368,0.4932244175006447,-0.0014210409659494551,0.001688253410308909,2.8951564915629905e6,2.923262890794679e6,28106.399231688585,33331.45454141086,0.9708075992988883,2.8065960463293687,6.522081519036204e7,7.052352572084787e7,5.302710530485831e6,3.241718321752391e6,8.130395970992762,17.117788423354423,0.96709
191.0,4.027661410603597,4.033431300167601,0.005769889564004593,0.002684099368845545,0.14325656940313417,0.06590568279918213,29482.438794077734,29482.023483999845,29537.000146821523,29544.723248655813,-0.4153100778894441,0.4932244175006447,-0.0014086693464886264,0.001688253410308909,2.7007805408283286e6,2.730838205698752e6,30057.664870423265,33331.45454141086,1.112925112427113,2.8065960463293687,6.634063481469823e7,7.12093681403702e7,4.868733325671978e6,3.241718321752391e6,7.338991161708444,17.117788423354423,3.2753
192.0,4.066113506732401,4.06906905702239,0.002955550289989617,0.002684099368845545,0.07268735329439312,0.06590568279918213,29475.63143404967,29475.211374874903,29530.765179442864,29538.72956472862,-0.4200591747649014,0.4932244175006447,-0.0014251066196996117,0.001688253410308909,2.7898399410697944e6,2.8240202598528285e6,34180.318783034105,33331.45454141086,1.2251713182487196,2.8065960463293687,6.835474990083122e7,7.301817801079336e7,4.663428109962136e6,3.241718321752391e6,6.822390714219301,17.117788423354423,1.7871
193.0,4.032069519888589,4.037227134291748,0.005157614403159094,0.002684099368845545,0.12791481837598886,0.06590568279918213,29463.92792285844,29463.50151562566,29519.946858788375,29528.12884859287,-0.42640723277872894,0.4932244175006447,-0.0014472178790795832,0.001688253410308909,2.9838911929454575e6,3.0215711327704387e6,37679.93982498115,33331.45454141086,1.2627786131767942,2.8065960463293687,7.139467404215218e7,7.62537030367951e7,4.859028994642913e6,3.241718321752391e6,6.805870409568773,17.117788423354423,2.998
194.0,4.068027409661376,4.070650916705682,0.002623507044305917,0.002684099368845545,0.06449088907501484,0.06590568279918213,29457.118728888126,29456.689007369674,29513.5242242931,29521.88661407537,-0.4297215184524248,0.4932244175006447,-0.0014588036338768046,0.001688253410308909,3.052967506906302e6,3.09316868528714e6,40201.178380837664,33331.45454141086,1.316790247190517,2.8065960463293687,7.377349234415752e7,7.873831203835818e7,4.964819694200665e6,3.241718321752391e6,6.729815190311854,17.117788423354423,1.6541
195.0,4.060409472117159,4.063483981158695,0.0030745090415367216,0.002684099368845545,0.0757191870093246,0.06590568279918213,29451.26420067646,29450.83116516137,29508.0566260361,29516.59316675022,-0.4330355150923424,0.4932244175006447,-0.001470346101755442,0.001688253410308909,3.1037953505620244e6,3.146390089242987e6,42594.73868096247,33331.45454141086,1.3723436589738292,2.8065960463293687,7.576896931298733e7,8.077247873155901e7,5.003509418571681e6,3.241718321752391e6,6.603639278638101,17.117788423354423,1.8721
196.0,4.053504383121206,4.057220542545518,0.0037161594243118046,0.002684099368845545,0.09167769596564133,0.06590568279918213,29453.224226131177,29452.79585604025,29509.479980819513,29518.052716844042,-0.42837009092545486,0.4932244175006447,-0.0014544081409783344,0.001688253410308909,2.963524326968603e6,3.0046258810084197e6,41101.55403981684,33331.45454141086,1.3869146834998225,2.8065960463293687,7.604690358320232e7,8.060537740118472e7,4.558473817982405e6,3.241718321752391e6,5.994292473716587,17.117788423354423,2.0978
