C_Rate,Max_Capacity_P2D_Ah,Max_Capacity_sP2D_Ah,Avg_Voltage_P2D_V,Avg_Voltage_sP2D_V,Capacity_Error_Percent
0.1,0.1968055555555497,0.19902777777777184,4.260001713431196,4.259514072056738,1.1291460832745082
0.5,0.008333333333333333,0.009722222222222224,4.287749003299429,4.286025522967125,16.66666666666669
1.0,0.001388888888888889,0.001388888888888889,4.327715574906929,4.318382473226825,0.0
2.0,0.002777777777777778,0.002777777777777778,4.403613599249412,4.385709240360216,0.0
