Position_Negative,Position_Positive,Conc_P2D_Neg_t137s,Conc_sP2D_Neg_t137s,Conc_Error_Neg_t137s,Stress_P2D_Neg_t137s,Stress_sP2D_Neg_t137s,Stress_Error_Neg_t137s,Conc_P2D_Neg_t274s,Conc_sP2D_Neg_t274s,Conc_Error_Neg_t274s,Stress_P2D_Neg_t274s,Stress_sP2D_Neg_t274s,Stress_Error_Neg_t274s,Conc_P2D_Neg_t411s,Conc_sP2D_Neg_t411s,Conc_Error_Neg_t411s,Stress_P2D_Neg_t411s,Stress_sP2D_Neg_t411s,Stress_Error_Neg_t411s,Conc_P2D_Neg_t548s,Conc_sP2D_Neg_t548s,Conc_Error_Neg_t548s,Stress_P2D_Neg_t548s,Stress_sP2D_Neg_t548s,Stress_Error_Neg_t548s,Conc_P2D_Neg_t685s,Conc_sP2D_Neg_t685s,Conc_Error_Neg_t685s,Stress_P2D_Neg_t685s,Stress_sP2D_Neg_t685s,Stress_Error_Neg_t685s,Conc_P2D_Neg_t822s,Conc_sP2D_Neg_t822s,Conc_Error_Neg_t822s,Stress_P2D_Neg_t822s,Stress_sP2D_Neg_t822s,Stress_Error_Neg_t822s,Conc_P2D_Neg_t959s,Conc_sP2D_Neg_t959s,Conc_Error_Neg_t959s,Stress_P2D_Neg_t959s,Stress_sP2D_Neg_t959s,Stress_Error_Neg_t959s,Conc_P2D_Neg_t1096s,Conc_sP2D_Neg_t1096s,Conc_Error_Neg_t1096s,Stress_P2D_Neg_t1096s,Stress_sP2D_Neg_t1096s,Stress_Error_Neg_t1096s,Conc_P2D_Neg_t1233s,Conc_sP2D_Neg_t1233s,Conc_Error_Neg_t1233s,Stress_P2D_Neg_t1233s,Stress_sP2D_Neg_t1233s,Stress_Error_Neg_t1233s,Conc_P2D_Neg_t1370s,Conc_sP2D_Neg_t1370s,Conc_Error_Neg_t1370s,Stress_P2D_Neg_t1370s,Stress_sP2D_Neg_t1370s,Stress_Error_Neg_t1370s
0.0,0.5625,29770.37507283399,29770.056296749917,0.318776084073761,-82906.56453154163,-66267.9225899137,16638.64194162794,29339.08404719628,29347.251841092282,8.167793896001967,2.194727595530837e6,2.214086711303267e6,19359.11577243032,29252.948261437654,29265.732047458318,12.783786020663683,2.64265482990799e6,2.563809983443789e6,78844.84646420088,29297.52601842065,29309.801378061504,12.275359640854731,-628016.8639356514,-620654.5623415398,7362.301594111603,29217.106531239668,29229.505936432528,12.399405192860286,-62831.58534212601,-52008.54832242545,10823.037019700561,29020.892556335006,29036.89190931548,15.999352980474214,872360.4902680469,864740.2385948229,7620.251673223916,29005.402324144223,29019.625532613707,14.223208469484234,-341942.0796208585,-319410.3536595883,22531.72596127016,28903.25352552365,28919.860945517743,16.607419994092197,23246.698202967225,27901.81250698393,4655.114304016704,28781.324289365257,28799.99387173783,18.66958237257495,675003.9605571339,669591.2942115704,5412.666345563484,28763.61475782175,28782.059714687042,18.444956865292625,-101470.07423287307,-92004.88539790202,9465.18883497105
0.049305555555555554,0.60625,29769.981747038375,29769.667942656637,0.3138043817380094,-81730.03619843126,-65793.7167843196,15936.31941411167,29336.928690392662,29344.815434379132,7.88674398646981,2.204846222681461e6,2.2231229789919294e6,18276.75631046854,29250.121210479196,29262.481615569875,12.360405090679706,2.6533174875474786e6,2.576830783745418e6,76486.7038020608,29294.61882594057,29306.452991620838,11.834165680265869,-627381.4935731492,-620169.7768642709,7211.716708878288,29213.90271415829,29225.8584903262,11.955776167913427,-61313.31622213255,-50951.953334300626,10361.362887831921,29017.017072875515,29032.41565938569,15.398586510174937,876559.0029880559,869364.898100205,7194.104887850932,29001.32106998917,29015.014230650428,13.693160661256115,-341005.33807733573,-319351.0071563329,21654.33092100284,28898.775484537375,28914.759410485243,15.983925947868556,24755.774090942974,29192.961820650064,4437.18772970709,28776.45389329223,28794.408246927174,17.95435363494471,677470.4636036652,672367.4506729097,5103.0129307555035,28758.528724078747,28776.26576838784,17.73704430909129,-100255.10768829462,-91148.1424976272,9106.965190667426
0.09861111111111111,0.65,29768.7952008762,29768.500387591437,0.2948132847632223,-78260.37455602648,-64372.62200317721,13887.75255284927,29330.393864787486,29337.46849034211,7.074625554625527,2.2352891694625453e6,2.2503599593934985e6,15070.789930953179,29241.548444338398,29252.677400796143,11.128956457745517,2.6857949001732096e6,2.616222789152189e6,69572.11102102045,29285.80912542448,29296.360120956055,10.550995531575609,-625512.3597029638,-618723.1847487898,6789.174954174086,29204.19643926986,29214.86517317095,10.668733901089581,-56782.34876381555,-47773.30334987205,9009.045413943502,29005.267960069123,29018.92753049299,13.65957042386799,889283.2348674571,883274.5131572301,6008.721710226964,28988.95740630123,29001.12013687625,12.16273057501894,-338243.60595359484,-319174.11494505976,19069.491008535086,28885.207442369843,28899.38890227741,14.181459907566023,29278.75935226872,33080.756898608044,3801.997546339324,28761.691194697898,28777.579980834842,15.888786136943963,684962.3660802695,680721.6137756284,4240.752304641064,28743.11616972941,28758.810167612013,15.69399788260489,-96610.96361616882,-88567.95615368255,8043.0074624862755
0.14791666666666664,0.69375,29766.808823026426,29766.546381931377,0.2624410950484162,-72634.3801425129,-62011.43825381058,10622.941888702328,29319.39787514333,29325.09710388731,5.6992287439788925,2.285877902103451e6,2.296185281594378e6,10307.379490926862,29227.121032793726,29236.160994866503,9.039962072776689,2.7406972208497976e6,2.682973273584248e6,57723.94726554956,29270.97927716728,29279.38134872426,8.402071556978626,-622359.2542389838,-616343.1704781149,6016.083760868991,29187.866252605632,29196.375126612707,8.508874007075065,-49310.82559107752,-42450.15060514606,6860.674985931459,28985.4807100268,28996.252286762618,10.77157673581678,910730.879115378,906573.0750976166,4157.804017761373,28968.155331705122,28977.765718231472,9.61038652635034,-333747.4484704923,-318885.31404097565,14862.134429516678,28862.37375789753,28873.55545875792,11.181700860390265,36782.601529787855,39604.78135370766,2822.1798239198033,28736.831249497154,28749.298696043563,12.46744654640861,697635.1947335895,694730.7340176415,2904.460715948022,28717.167967923295,28729.47587037032,12.30790244702439,-90544.51168537409,-84237.14470415741,6307.366981216677
0.19722222222222222,0.7375,29764.012177794444,29763.79489397751,0.21728381693537813,-65079.92765050426,-58730.06047447443,6349.867176029831,29303.78826582937,29307.510029969166,3.7217641397946863,2.3564397347506373e6,2.3612545572273843e6,4814.82247674698,29206.641173045904,29212.671114653698,6.029941607794171,2.8191148138612686e6,2.778715915794991e6,40398.898066277616,29249.922134742344,29255.28825822631,5.366123483963747,-617865.7709179712,-613093.3678896878,4772.403028283385,29164.69885796336,29170.145587932337,5.446729968974978,-39030.510315720756,-34959.211519654615,4071.298796066141,28957.371078190772,28964.109403950453,6.7383257596811745,941210.4525773069,939423.7657143621,1786.6868629447417,28938.645428076976,28944.66718536708,6.021757290105597,-327698.4448573699,-318502.2504711847,9196.194386185147,28829.97124904081,28836.950362214822,6.979113174013037,47210.56509308108,48819.2410449808,1608.6759518997205,28701.521760346244,28709.228685549147,7.706925202903221,715741.2027833698,714522.0203770938,1219.1824062759988,28680.32614032244,28687.917682029954,7.5915417075157166,-82088.78650624472,-78119.76010440626,3969.0264018384623
0.24652777777777776,0.78125,29760.39295735773,29760.233718024883,0.15923933284648228,-55923.41178518349,-54578.274875245064,1345.1369099384247,29283.31926653342,29284.4405035737,1.1212370402790839,2.4469669134376277e6,2.4465017310451106e6,465.18239251710474,29179.798682476674,29181.853541342363,2.0548588656893116,2.922740109413288e6,2.905686490004e6,17053.61940928828,29222.325801131054,29223.78201830584,1.4562171747857064,-612006.2216387629,-609095.7851283988,2910.4365103640594,29134.374764889315,29135.861190324922,1.4864254356070887,-26148.563182999173,-25298.583251459273,849.9799315398996,28920.521814899297,28922.13710855494,1.6152936556427449,981114.7092829979,982032.2304967176,917.5212137197377,28900.03306058919,28901.459851729716,1.4267911405258928,-320414.7751735588,-318070.2818713197,2344.493302239105,28787.555845947634,28789.1793840835,1.6235381358674204,60479.935331676286,60774.74388488145,294.80855320516275,28655.250007386716,28656.939483267633,1.6894758809175983,739616.0573033326,740269.1808940158,653.1235906832153,28632.072933057927,28633.69574912135,1.6228160634236701,-71333.32534068594,-70186.47244465644,1146.852896029508
0.2958333333333333,0.825,29755.94171714679,29755.855259866617,0.08645728017290821,-45615.195078916186,-49667.24165789352,4052.046578977337,29257.621331392984,29255.557520922637,2.0638104703466524,2.5578033473067055e6,2.553139835985571e6,4663.5113211344,29146.13656626559,29143.28788905541,2.848677210182359,3.0540762056955425e6,3.0665944433385646e6,12518.23764302209,29187.752382623425,29184.528588169655,3.223794453770097,-604840.2378124144,-604564.7893325791,275.44847983529326,29096.44903655411,29093.174111497625,3.27492505648479,-10967.524501056307,-13520.721218131004,2553.1967170746975,28874.364190281816,28869.940038638953,4.424151642862853,1.0308945219494994e6,1.0346199590592468e6,3725.437109747436,28851.783006344744,28847.748627157518,4.034379187225568,-312415.4374994872,-317691.26052359096,5275.823024103767,28734.524677174137,28729.819075215863,4.705601958274201,76480.46120886208,75492.48795420401,987.9732546580635,28597.32658456091,28591.96578765929,5.360796901619324,769655.5143907794,772182.1969320222,2526.6825412428007,28571.71792299967,28566.340651310333,5.3772716893363395,-58461.34212227872,-60438.87157559364,1977.5294533149208
0.34513888888888883,0.8687499999999999,29750.66108484588,29750.667762851815,0.006678005935100373,-34786.43638891466,-44223.58225566036,9437.145866745697,29226.160435101534,29220.496519320706,5.663915780827665,2.689853549406434e6,2.6826287319648415e6,7224.817441592459,29105.000355554286,29096.546388543225,8.45396701106074,3.216785113814399e6,3.264310688767368e6,47525.57495296886,29145.608473418943,29137.225466332908,8.383007086034922,-596615.2977962336,-599865.8315768095,3250.5337805759627,29050.324495547116,29041.77866227634,8.545833270774892,6090.478502219787,222.23936274156526,5868.239139478222,28818.15047269222,28807.174964805123,10.975507887098502,1.0910447386136148e6,1.0973844370889752e6,6339.698475360405,28793.197783468528,28783.199134478415,9.998648990112997,-304504.90356790996,-317572.2169187811,13067.313350871147,28670.090220498016,28658.515940257537,11.574280240478402,95075.61169239195,92931.52942376204,2144.082268629907,28526.86348704316,28513.914887995634,12.948599047525931,806280.9197704947,810482.7971755693,4201.877405074658,28498.381234997123,28485.46945708455,12.911777912573598,-43787.72577449178,-48945.64311407716,5157.9173395853795
0.39444444444444443,0.9125000000000001,29744.581013522173,29744.714852553876,0.1338390317032463,-24352.05439145106,-38675.43433237193,14323.37994092087,29188.178560872508,29178.922419386614,9.25614148589375,2.8448379156457176e6,2.836572030297714e6,8265.885348003823,29055.458621030873,29041.30715049141,14.151470539462025,3.416269353924571e6,3.501190597503544e6,84921.24357897276,29095.102165317632,29081.716704660746,13.385460656885698,-588008.0314496917,-595639.907238966,7631.875789274229,28995.209136959635,28981.536698319847,13.672438639787288,24453.062848854574,15619.076801221765,8833.986047632809,28750.906966349088,28733.692281860105,17.21468448898304,1.1621200120340965e6,1.1704387504311125e6,8318.738397015957,28723.38065850222,28707.688461239668,15.692197262553236,-297878.47257895075,-318101.55646764586,20223.08388869511,28593.237098348713,28575.148353474084,18.0887448746289,116104.70955592344,112948.24043489041,3156.4691210330348,28442.736691103677,28422.645011639186,20.09167946449088,849903.6697334177,855347.8197288795,5444.149995461805,28410.964261798683,28390.97760359189,19.986658206791617,-27791.393452573044,-35894.32357181957,8102.930119246528
0.44375,0.95625,29737.781352676113,29738.106555686554,0.32520301044132793,-15676.033328843954,-33779.21368468087,18103.180355836917,29142.593297992447,29130.641731829604,11.951566162842937,3.025680805338667e6,3.016469752308294e6,9211.053030372597,28996.16905750691,28977.55455930655,18.614498200360686,3.6606494835433164e6,3.7777353004198633e6,117085.81687654695,29035.176794627278,29018.177454027034,16.99934060024316,-580705.2338032617,-593082.8800607208,12377.646257459186,28930.039760608135,28912.672505550203,17.367255057932198,43353.617215782746,32124.195496933968,11229.421718848778,28671.345824776057,28649.753875690036,21.591949086021486,1.2448168303330343e6,1.2537248152291812e6,8907.984896146925,28641.1637599659,28621.53829653803,19.625463427870272,-294245.77462740213,-319960.64079009625,25714.866162694118,28502.643226923396,28480.076327595147,22.566899328248837,139369.8315093753,135238.92155363617,4130.909955739131,28343.51093327216,28318.54434648686,24.966586785300024,900917.8718197331,906783.7284065926,5865.8565868595615,28308.087142906374,28283.33686379043,24.75027911594225,-11133.82016531678,-21660.53441274501,10526.714247428232
